protein_extract_50kgy_sample1,protein_extract_50kgy_sample2,protein_extract_50kgy_sample3,protein_extract_50kgy_sample4,protein_extract_50kgy_sample5,protein_extract_50kgy_sample6,protein_extract_50kgy_sample7,protein_extract_50kgy_sample8,protein_extract_50kgy_sample9
0.00038749999999999993,0.00099,0.000865,0.001085,0.001215,0.0011075,0.0007725,0.0006675,0.0006375
0.00047000000000000004,0.0011099999999999999,0.0008875,0.001275,0.0011525,0.0013025,0.00091,0.0007375,0.00074
0.0006550000000000001,0.00116,0.00101,0.0011675,0.000895,0.0010975,0.001105,0.000935,0.0009
0.0007325,0.0013974999999999999,0.0010375,0.001065,0.0007325000000000001,0.0007225,0.0011725,0.001,0.0009275
0.0006850000000000001,0.001655,0.001005,0.0010725,0.0008,0.0005825,0.001025,0.0009274999999999999,0.0008325
0.00062,0.0013874999999999998,0.0009375,0.0007475,0.0008375,0.000705,0.0008275,0.0009975,0.0006975
0.0005425,0.0010925000000000002,0.0007275,0.000375,0.00075,0.0007225,0.0007725,0.0010325,0.0006075
0.00044750000000000004,0.0013925,0.00051,0.0005875,0.0008175,0.0005149999999999999,0.000745,0.0007175,0.0005949999999999999
0.00042,0.001325,0.00048249999999999996,0.0008274999999999999,0.0010525,0.0006175,0.0005949999999999999,0.00049,0.0005275
0.0005175000000000001,0.0010525,0.0005475,0.000905,0.00118,0.00085,0.000535,0.00045,0.0004575
0.0006574999999999999,0.0013125,0.0006425,0.0012000000000000001,0.0012175,0.0008525000000000001,0.0007574999999999999,0.0004525,0.000635
0.0007474999999999999,0.00119,0.000735,0.001245,0.00129,0.00101,0.0010625,0.000815,0.0009925
0.00068,0.00112,0.000615,0.0011775,0.00124,0.0009000000000000001,0.0010949999999999998,0.0009025000000000001,0.0011525
0.0004525,0.0012324999999999999,0.0004175,0.00117,0.001165,0.000695,0.0007224999999999999,0.0005024999999999999,0.0009425000000000001
0.00028000000000000003,0.0009375,0.00037,0.00109,0.0012675,0.0010249999999999999,0.0003,0.000235,0.00061
0.0002475,0.0007650000000000001,0.0004,0.00115,0.0013825,0.0013625,0.00022250000000000001,0.0001725,0.0004825
0.0004175,0.0006850000000000001,0.0004725,0.0011075,0.00134,0.001435,0.00045749999999999995,0.00048,0.0006575000000000001
0.00087,0.00125,0.0007499999999999999,0.0011675000000000001,0.0012425000000000001,0.0010925,0.0007425,0.0007225,0.0009574999999999999
0.0012225,0.0018974999999999999,0.0011275,0.00134,0.001245,0.000785,0.0009375000000000001,0.0008,0.00115
0.0011975,0.0015674999999999999,0.0012599999999999998,0.00127,0.001295,0.0010175,0.001,0.00109,0.0011524999999999999
0.0009625,0.0013874999999999998,0.00107,0.0012875,0.0011475,0.001035,0.0009275000000000002,0.0011575000000000001,0.0010725
0.0007849999999999999,0.001675,0.0008675,0.0013924999999999999,0.0008975,0.0006925,0.000865,0.0010400000000000001,0.001115
0.0007475,0.0019375,0.0009400000000000001,0.0015125,0.00088,0.0005549999999999999,0.000985,0.0010375,0.0012925
0.0007850000000000001,0.0016,0.00115,0.0013575,0.0010625,0.00098,0.0012475,0.0014025,0.0014575
0.0008275000000000001,0.0005575,0.001035,0.0009325000000000001,0.0012325,0.0018275,0.0014749999999999997,0.002005,0.0014724999999999999
0.0008425000000000001,0.00048249999999999996,0.0005149999999999999,0.00115,0.0013124999999999999,0.0020875,0.0014475,0.0017875,0.0012675
0.0007999999999999999,0.0014575,0.0003675,0.00166,0.00133,0.001575,0.001175,0.00095,0.0010125
0.0007149999999999999,0.001835,0.000645,0.0018650000000000001,0.00149,0.001325,0.0008575,0.0006025,0.0009
0.0007225,0.00166,0.00091,0.002055,0.00184,0.0014925,0.0006399999999999999,0.000645,0.0008824999999999999
0.0008125,0.001475,0.0009450000000000001,0.002115,0.0020325,0.0015925,0.000565,0.0006725,0.0008575000000000001
0.0007875,0.00147,0.000775,0.0019050000000000002,0.0018475000000000002,0.001315,0.0005974999999999999,0.000585,0.0008175
0.000725,0.001395,0.0006425000000000001,0.0015324999999999998,0.0015825,0.00112,0.0007999999999999999,0.0008374999999999999,0.0009500000000000001
0.000845,0.00147,0.000725,0.0011925,0.0013325,0.0011075,0.0011099999999999999,0.0012575,0.0012225
0.00113,0.0019525000000000002,0.000975,0.0010225,0.0010075,0.000865,0.001145,0.0010475,0.001245
0.0013174999999999999,0.0021275,0.00115,0.0009700000000000002,0.0008749999999999999,0.0007125,0.000835,0.0006050000000000001,0.001025
0.00113,0.0017675,0.000975,0.0010075,0.0009625,0.0007525,0.00065,0.00054,0.0009675
0.0008025,0.0014724999999999999,0.0006875,0.0011274999999999998,0.0010999999999999998,0.000665,0.0008049999999999999,0.0007650000000000001,0.0012125
0.0008425,0.0015674999999999999,0.0007825000000000001,0.001245,0.0012200000000000002,0.0006225,0.001035,0.001055,0.001495
0.001185,0.002295,0.0012475,0.0014575,0.0012975,0.00062,0.0010724999999999999,0.0009525,0.00151
0.0014325,0.0026425,0.00164,0.001445,0.00132,0.0007475000000000001,0.0008975,0.000615,0.0012374999999999999
0.0014824999999999999,0.0020075,0.0015025000000000001,0.0011175,0.00123,0.00096,0.00068,0.00042249999999999997,0.00087
0.0013575,0.0018675000000000002,0.0009349999999999999,0.0010975,0.000925,0.0006999999999999999,0.0005975,0.00019750000000000003,0.000675
0.0012325,0.0015925000000000002,0.0006525000000000001,0.0008824999999999999,0.00072,0.0007775,0.0006725,0.0005899999999999999,0.000675
0.001225,0.0013150000000000002,0.0007,0.0007675,0.0009550000000000001,0.0012125,0.0008374999999999999,0.0011475,0.000735
0.0012000000000000001,0.0017975,0.0008424999999999999,0.001195,0.0012950000000000001,0.0012275,0.0009400000000000001,0.0010725,0.0008575
0.0011125,0.0020375000000000002,0.00102,0.0014175000000000001,0.001315,0.0011250000000000001,0.0008025,0.00086,0.0009699999999999999
0.0009775,0.00163,0.0010775,0.00129,0.0012025,0.0012475000000000001,0.000545,0.0008749999999999999,0.0009750000000000001
0.00076,0.001205,0.0009,0.0013725,0.0012824999999999998,0.00141,0.000545,0.0009975000000000001,0.00102
0.0006624999999999999,0.00155,0.00087,0.00183,0.001425,0.0012399999999999998,0.0008925000000000001,0.0010525,0.0012225
0.000915,0.0015650000000000002,0.0012325,0.0017075,0.0013224999999999999,0.0012375,0.0012850000000000001,0.0015474999999999998,0.0015125
0.001135,0.001395,0.001415,0.0013124999999999999,0.0010225,0.0011550000000000002,0.0014375,0.0018099999999999998,0.0016099999999999999
0.0009475,0.0015925,0.0011025000000000002,0.0013425,0.0009699999999999999,0.00084,0.00132,0.0013475,0.0014024999999999999
0.00073,0.0013625,0.0007775,0.0013425,0.0012325,0.0009375,0.0012150000000000002,0.0011749999999999998,0.0012225
0.0007125,0.0013875,0.0006749999999999999,0.0014075,0.0013975,0.0009900000000000002,0.0012124999999999998,0.0011949999999999999,0.0012074999999999998
0.000755,0.0015425,0.00069,0.0014525,0.0013275000000000001,0.0009124999999999999,0.0012100000000000001,0.0011849999999999999,0.00122
0.00079,0.001445,0.0007075,0.001335,0.001205,0.00096,0.0011175,0.001145,0.00115
0.000785,0.001305,0.00071,0.0011825,0.0011650000000000002,0.00107,0.0008775,0.00097,0.0009775
0.000695,0.0010775,0.0006799999999999999,0.001055,0.0011749999999999998,0.0012075,0.0006175,0.000835,0.0007875
0.00044249999999999997,0.0009275,0.0005475,0.0010474999999999998,0.00111,0.00112,0.000585,0.000865,0.0007575
0.0001275,0.0009375,0.000385,0.0010875,0.00105,0.0008425,0.0008374999999999999,0.0010925000000000002,0.0009750000000000002
8.25e-05,0.00078,0.00035,0.0010025,0.0012000000000000001,0.0009100000000000001,0.00111,0.0014700000000000002,0.0012599999999999998
0.00037,0.0008875,0.00043250000000000005,0.0010375,0.00136,0.0010225,0.001075,0.0014175,0.0013224999999999999
0.000645,0.0013075,0.00057,0.0012075,0.0013075,0.0008674999999999999,0.0007850000000000001,0.00094,0.0011275
0.000685,0.0014975000000000001,0.0006299999999999999,0.0013175,0.0012374999999999999,0.000825,0.0005725,0.0006875,0.0009774999999999999
0.00063,0.00129,0.0005575,0.0012525000000000001,0.001225,0.0010225,0.00065,0.00095,0.0011125
0.0006075,0.00101,0.0005200000000000001,0.00112,0.0011849999999999999,0.0012125,0.0010275,0.0014775,0.0014824999999999999
0.0005975,0.0011025,0.00065,0.001195,0.001165,0.001255,0.001435,0.0016899999999999999,0.001755
0.000635,0.0012000000000000001,0.0008325,0.0012425,0.0012075,0.0013425,0.0014275,0.0015075000000000002,0.0016325
0.00066,0.0014525,0.0009025,0.00135,0.0013150000000000002,0.0013025,0.0009975000000000001,0.00102,0.0012125
0.00063,0.0015225,0.0009075000000000001,0.0014275,0.0014949999999999998,0.001285,0.0006050000000000001,0.0007675,0.000875
0.000705,0.0013375,0.00089,0.0013224999999999999,0.001605,0.0013425,0.0006575,0.000935,0.0008925000000000001
0.0009175000000000001,0.0016324999999999998,0.0008675,0.0012875,0.00148,0.001065,0.001065,0.0009675,0.0012300000000000002
0.0010425,0.0020750000000000005,0.0009325000000000001,0.0012675,0.0012125,0.0006275,0.00138,0.0008075000000000001,0.001545
0.0011025,0.00176,0.00105,0.0008849999999999999,0.0009325,0.0005875,0.001485,0.0009224999999999999,0.0016825
0.001245,0.001175,0.00108,0.00046,0.0007000000000000001,0.0008475,0.001495,0.0011725000000000001,0.0016849999999999999
0.001295,0.00182,0.001095,0.0009475,0.000815,0.0009175000000000001,0.001455,0.000935,0.0016150000000000001
0.0012275,0.002705,0.0012325,0.00158,0.0012475000000000001,0.0011275,0.0014550000000000001,0.000835,0.00151
0.0012975,0.00217,0.0013325,0.00117,0.001375,0.0017775,0.001495,0.0014425,0.0013575
0.00147,0.0020199999999999997,0.0012175,0.0010175000000000002,0.001265,0.0018625,0.0013874999999999998,0.0014774999999999999,0.001155
0.0014775,0.0026225,0.0010475,0.00165,0.0015075000000000002,0.0015674999999999999,0.0010700000000000002,0.000925,0.00109
0.0014225,0.0025925,0.00108,0.002015,0.0019375,0.00167,0.0006324999999999999,0.0007375,0.0011025000000000002
0.0016325,0.00203,0.00134,0.0017699999999999999,0.00209,0.00189,0.0003575,0.0008049999999999999,0.0009925000000000001
0.002,0.0016775,0.0015075,0.0012525000000000001,0.0018825,0.00183,0.00067,0.00092,0.0009775
0.0018900000000000002,0.0016925,0.0012749999999999999,0.0011325,0.001735,0.0016525,0.0012950000000000001,0.001085,0.00124
0.0013674999999999998,0.0019450000000000001,0.0009950000000000002,0.0015949999999999998,0.0018900000000000002,0.00157,0.0014275,0.000985,0.0013475
0.0009249999999999999,0.0020299999999999997,0.0009050000000000001,0.0018525000000000002,0.0019674999999999996,0.001505,0.00104,0.000625,0.001105
0.00083,0.0017075,0.0008975,0.0015300000000000001,0.0016725,0.001395,0.0006050000000000001,0.000475,0.00084
0.001025,0.0015025,0.0008825,0.00124,0.001315,0.0011325,0.00039000000000000005,0.0004949999999999999,0.00082
0.0011875,0.0014,0.0009075,0.0012475,0.001255,0.0010350000000000001,0.0004225,0.00059,0.0009325000000000001
0.00126,0.0015425,0.001085,0.0014325,0.001335,0.0011650000000000002,0.00065,0.0007550000000000001,0.0010249999999999999
0.0012100000000000001,0.001855,0.0011725000000000001,0.001565,0.00128,0.00115,0.0008449999999999998,0.0008575,0.0010475
0.0009625,0.0019925,0.0010375,0.00162,0.0012225,0.000915,0.001,0.0009475,0.0011475
0.00065,0.00157,0.0008575,0.0013800000000000002,0.001235,0.00073,0.0012374999999999999,0.0012649999999999998,0.0014075000000000001
0.0005425,0.00081,0.0007025,0.000645,0.001075,0.0005925,0.001495,0.0016575,0.0015975
0.000815,0.0008975000000000001,0.000625,0.0002825,0.000885,0.0004475,0.0015225,0.0015825000000000001,0.00149
0.001075,0.0016725,0.00062,0.0007575,0.0010025,0.000525,0.0011875,0.0010275,0.0012175
0.0010675,0.00209,0.0005775,0.0012175,0.001135,0.0007125,0.0007975,0.0005425,0.0009325
0.0008625,0.0018925,0.0004825,0.0011225,0.001055,0.0009675,0.00058,0.00042500000000000003,0.000665
0.00079,0.001605,0.000465,0.0008525,0.000895,0.0011825,0.00062,0.0006575,0.000615
0.00096,0.0017125,0.00056,0.000965,0.0008775,0.0011075,0.0008825,0.0009175,0.000895
0.001085,0.0017525000000000002,0.000655,0.0013475000000000002,0.001115,0.0010925000000000002,0.0011175,0.001035,0.0011925
0.001025,0.001735,0.00068,0.001715,0.0014225000000000002,0.0012325,0.0012125,0.0010199999999999999,0.0013
0.0008175000000000001,0.0018050000000000002,0.0006075,0.0018974999999999999,0.0014975,0.001255,0.0011725,0.0009,0.00127
0.0007725,0.0016625,0.000595,0.0018075,0.001415,0.0014375,0.0009925000000000001,0.000855,0.00113
0.001145,0.00148,0.000755,0.0016524999999999999,0.00144,0.0018674999999999998,0.0008699999999999999,0.0009874999999999999,0.0010225
0.0015575,0.001825,0.0009274999999999999,0.0017599999999999998,0.0015149999999999999,0.0019275,0.00101,0.0011075,0.0010425
0.001475,0.00217,0.0009575,0.0019375,0.00147,0.0015699999999999998,0.0011224999999999998,0.0010075,0.0010299999999999999
0.0010999999999999998,0.001965,0.0009024999999999999,0.00201,0.001485,0.0013900000000000002,0.0010350000000000001,0.0008875,0.0009375
0.000825,0.0016925,0.0008500000000000001,0.0021475,0.0016524999999999999,0.0013925,0.0008775,0.0007775,0.00081
0.0008649999999999999,0.0016875000000000002,0.000865,0.0022075000000000003,0.0017,0.00131,0.0009599999999999999,0.000815,0.000745
0.001225,0.0013800000000000002,0.0008275000000000001,0.0018125,0.0013625,0.00117,0.001455,0.0012775,0.0009325
0.0016550000000000002,0.0011425,0.0006325,0.001525,0.0009625,0.0009050000000000001,0.001915,0.0015125000000000002,0.001185
0.0018275000000000001,0.00183,0.00061,0.001985,0.0010600000000000002,0.0005,0.001695,0.00082,0.001055
0.0018675,0.0016875000000000002,0.0008925000000000001,0.001975,0.0013874999999999998,0.000795,0.0011625000000000001,0.0005775,0.0006949999999999999
0.00183,0.00148,0.0010325,0.001855,0.00155,0.00126,0.0009224999999999999,0.0007575,0.00048249999999999996
0.0017250000000000002,0.0021075,0.00099,0.0022775,0.0016975,0.0013775,0.001035,0.000775,0.00058
0.0017375,0.0023675,0.000995,0.0024850000000000002,0.0018475000000000002,0.0014574999999999998,0.0012125,0.0009625,0.00083
0.00178,0.0022475,0.0009874999999999999,0.0024275,0.0018974999999999999,0.0014025,0.0013075,0.0011875000000000002,0.0010375
0.001735,0.00219,0.000995,0.0025475000000000003,0.0020225,0.0013375000000000001,0.0012675,0.00117,0.0011075
0.00165,0.0020499999999999997,0.0011025,0.00271,0.002275,0.0015500000000000002,0.001085,0.00105,0.0010325
0.0015249999999999999,0.0018974999999999999,0.0011175,0.0027575,0.0024375,0.0017575,0.0010275,0.0010825000000000001,0.0010525
0.001435,0.0024625000000000003,0.000995,0.0030275000000000002,0.00246,0.00148,0.001355,0.0011675000000000001,0.0014199999999999998
0.0016049999999999999,0.0028725,0.0010225,0.0032549999999999996,0.0026449999999999998,0.0014775,0.00172,0.0013425,0.0017525000000000002
0.0021825,0.0025575,0.001235,0.0033325,0.0031775,0.00231,0.001685,0.0014475,0.00155
0.002915,0.002695,0.0014025,0.0037825000000000003,0.0037600000000000003,0.0030924999999999998,0.0015075,0.0014125,0.0012875
0.0030875,0.0031225,0.0013325,0.004145,0.0037225,0.002825,0.00162,0.00157,0.0015325
0.0028175,0.0030199999999999997,0.001155,0.003985,0.0032075000000000003,0.00199,0.0017375000000000001,0.00163,0.0017599999999999998
0.002695,0.0026375,0.00112,0.0037675,0.002975,0.0016225,0.001725,0.0016375,0.001775
0.0028174999999999997,0.0026175,0.001215,0.004,0.0032775,0.0018149999999999998,0.0017025,0.0016749999999999998,0.0017375000000000001
0.0030375,0.0028975,0.00139,0.0045175,0.0037199999999999998,0.002155,0.0016425,0.0017025,0.00166
0.00328,0.0031475,0.001605,0.0049050000000000005,0.00392,0.0023000000000000004,0.0015300000000000001,0.001735,0.0015924999999999997
0.003345,0.0032849999999999997,0.0016349999999999997,0.004942500000000001,0.0038450000000000003,0.0020225,0.0014225,0.0017075,0.0015350000000000001
0.0031999999999999997,0.0031850000000000003,0.00145,0.004722500000000001,0.003765,0.0015825000000000001,0.0013075,0.0016224999999999998,0.00143
0.0031925000000000005,0.0024500000000000004,0.001325,0.004465,0.003955,0.0017725,0.0012825,0.0018525,0.001385
0.0035274999999999994,0.0024324999999999998,0.0013875,0.0048825,0.0042775,0.0021525,0.0014949999999999998,0.0020675,0.001565
0.0037849999999999997,0.0034025,0.00146,0.00561,0.00438,0.0019825,0.001735,0.0020725,0.0019500000000000001
0.00385,0.00388,0.001505,0.005827499999999999,0.0043475,0.00172,0.0018525,0.0022975,0.0022925
0.0039074999999999995,0.0037,0.00162,0.0057475,0.0043774999999999994,0.001765,0.001855,0.0025725,0.0023225
0.0040625,0.0035225,0.0017625000000000002,0.005795,0.00449,0.0020375,0.0018074999999999999,0.0024825,0.0020525
0.004255,0.0039825,0.0018525,0.0061175000000000005,0.00457,0.0020275,0.0018149999999999998,0.001985,0.00194
0.0043675,0.00424,0.0018774999999999998,0.00626,0.00465,0.00185,0.0019249999999999998,0.001795,0.00221
0.0044150000000000005,0.003965,0.0018325,0.0064775,0.00504,0.0020625,0.0021125,0.0021075,0.0024950000000000003
0.0044125,0.0039049999999999996,0.001755,0.007215,0.00579,0.0026200000000000004,0.002265,0.0023949999999999996,0.0025324999999999996
0.0044675,0.0038224999999999995,0.0018199999999999998,0.007845000000000001,0.00641,0.0031850000000000003,0.0023975,0.002715,0.0025325
0.0046375,0.0037324999999999997,0.0019975,0.00816,0.0066725,0.0033375,0.0025599999999999998,0.003,0.002735
0.0049075,0.0040375,0.0022024999999999996,0.008402499999999999,0.0067425,0.0030475,0.0026474999999999997,0.0031125,0.0031049999999999997
0.005305,0.0044125,0.0024625000000000003,0.0084925,0.0068275,0.0027799999999999995,0.00267,0.003295,0.00341
0.005665,0.0046475,0.0026975,0.0084825,0.0069625,0.0026249999999999997,0.0028075,0.0035450000000000004,0.0035525
0.005745,0.0047625,0.0027075000000000003,0.00856,0.0070225,0.0024675,0.0030750000000000005,0.003765,0.003685
0.0054824999999999995,0.004515,0.002415,0.008685,0.0069975,0.0024725,0.0030999999999999995,0.0039175,0.003765
0.00522,0.004317499999999999,0.0020575,0.008915,0.0070525,0.0026475,0.0028075,0.0039275,0.0036550000000000003
0.0052125,0.0047475,0.0019700000000000004,0.0094,0.007325,0.002785,0.0025599999999999998,0.0037725,0.0035600000000000002
0.0055225,0.00522,0.002315,0.009965,0.0077350000000000006,0.0029974999999999997,0.00254,0.0036575,0.0035499999999999998
0.006,0.004995,0.002785,0.010247500000000001,0.0081175,0.003375,0.0025825,0.0036575,0.00344
0.0064175,0.0048975,0.002965,0.01042,0.0083625,0.0034975,0.002635,0.0035824999999999997,0.0033425
0.0065675,0.005335,0.0029225000000000006,0.010642500000000001,0.008465,0.00325,0.002735,0.0035600000000000002,0.0034774999999999997
0.00652,0.005472500000000001,0.0029175,0.01078,0.00856,0.003055,0.002895,0.003895,0.003745
0.0064425,0.005305,0.0028525,0.010960000000000001,0.008757500000000001,0.00307,0.003085,0.00429,0.003895
0.0065325,0.00531,0.0027749999999999997,0.011365,0.009155,0.0033599999999999997,0.003195,0.00442,0.00394
0.00685,0.0055325,0.0028675000000000003,0.011899999999999999,0.0096775,0.0037600000000000003,0.0031975000000000003,0.004375,0.00404
0.007124999999999999,0.0058225,0.0030025000000000004,0.0122675,0.009972499999999999,0.0038475,0.0031225000000000003,0.0042899999999999995,0.0041849999999999995
0.0072,0.006155,0.0030600000000000002,0.0123075,0.009802499999999999,0.0034675,0.0030875,0.004305,0.004315
0.0072699999999999996,0.0062675000000000005,0.0031374999999999997,0.012174999999999998,0.00961,0.0030825,0.0032375000000000004,0.0045425,0.0044399999999999995
0.007405,0.005899999999999999,0.003175,0.012225,0.0099075,0.0031650000000000003,0.0034975,0.004865,0.0044775
0.00754,0.0057325,0.00309,0.0127375,0.010485,0.0034525,0.0035824999999999997,0.004914999999999999,0.004465
0.007679999999999999,0.0061025,0.00304,0.01329,0.01081,0.0035499999999999998,0.00342,0.004835,0.004597499999999999
0.007785,0.006297499999999999,0.0030725,0.0134925,0.010902499999999999,0.0035975,0.0033125000000000003,0.0049724999999999995,0.004805
0.0079,0.006342500000000001,0.0032050000000000004,0.0136525,0.010995,0.00368,0.003375,0.0051575,0.0049125
0.00814,0.0065699999999999995,0.0034550000000000006,0.01405,0.011224999999999999,0.0037675,0.0034850000000000003,0.0052625,0.004977499999999999
0.008507500000000001,0.0068625000000000005,0.00377,0.0145875,0.0116375,0.003925,0.0035575000000000003,0.00532,0.005105
0.008830000000000001,0.0069725,0.003997499999999999,0.01499,0.012077500000000001,0.00409,0.0035900000000000003,0.00537,0.0052499999999999995
0.008925,0.0070325000000000006,0.0039625,0.0152475,0.01235,0.0040925,0.003665,0.005475,0.0054125
0.00896,0.007260000000000001,0.0039375,0.0154225,0.012495,0.0040525,0.00384,0.0057,0.005665
0.0092125,0.00748,0.0041575,0.015459999999999998,0.0126175,0.004135,0.00402,0.006025000000000001,0.005939999999999999
0.009510000000000001,0.00757,0.0043124999999999995,0.0156125,0.01273,0.0042325,0.0040875,0.0062025,0.0060574999999999995
0.009575,0.007625,0.0042175,0.01605,0.0128975,0.0043475,0.0040625,0.0061875,0.00596
0.009542499999999999,0.00774,0.0041825,0.0165775,0.013222500000000002,0.0045874999999999996,0.004095,0.0062425,0.005895
0.0096225,0.0078725,0.00437,0.016945,0.0135825,0.0047875,0.0042775,0.006535000000000001,0.006137500000000001
