protein_extract_10kgy_sample1,protein_extract_10kgy_sample2,protein_extract_10kgy_sample3,protein_extract_10kgy_sample4,protein_extract_10kgy_sample5,protein_extract_10kgy_sample6,protein_extract_10kgy_sample7,protein_extract_10kgy_sample8,protein_extract_10kgy_sample9
0.00028500000000000004,0.00011000000000000002,0.0003125,-0.0002375,0.000185,4.7500000000000016e-05,0.0005175,0.0007449999999999999,0.00057
0.0003325,9.999999999999999e-05,0.00034500000000000004,-0.0001925,0.000155,4.9999999999999996e-05,0.00047500000000000005,0.00065,0.0005675000000000001
0.00026749999999999994,0.00015250000000000002,0.00033,-0.000145,9.750000000000001e-05,-2.9999999999999997e-05,0.0002475,0.00041000000000000005,0.0003775
0.00019,0.000155,0.00016250000000000002,2.4999999999999795e-06,0.00021,2.7499999999999998e-05,3.249999999999999e-05,0.00020250000000000002,0.00015000000000000001
0.00025499999999999996,0.00019250000000000002,0.0001,0.00021749999999999997,0.0004675,0.000335,-0.00012249999999999997,6.500000000000001e-05,4.75e-05
0.00032750000000000005,0.0003125,0.0002475,0.00027,0.0005499999999999999,0.0005200000000000001,-0.0001575,1e-05,9.999999999999999e-05
0.0002975,0.00038,0.0003975,0.0002225,0.0005299999999999999,0.00047,1.2499999999999999e-05,0.000145,0.00027
0.0001925,0.00031999999999999997,0.00038,0.0002625,0.00068,0.0004950000000000001,0.00019999999999999998,0.0003575,0.000435
7.25e-05,0.0003125,0.000325,0.00029,0.000845,0.0006450000000000001,0.000175,0.00045750000000000006,0.0005200000000000001
0.00010749999999999998,0.0004475,0.0004875,0.00023999999999999998,0.000795,0.00071,0.000205,0.00057,0.000645
0.0003725,0.00067,0.000845,0.00017999999999999998,0.00058,0.0005925,0.00039250000000000005,0.00075,0.00078
0.0005974999999999999,0.0008075000000000001,0.001055,0.0001225,0.00042750000000000004,0.0004425,0.00042750000000000004,0.0008600000000000001,0.00074
0.0005525,0.0007075,0.0009599999999999999,0.000125,0.00047000000000000004,0.0004025,0.0003375,0.0008550000000000001,0.0006375
0.000415,0.00053,0.0007900000000000001,0.000155,0.000495,0.00041,0.000375,0.0007875,0.00066
0.0004125,0.0004725,0.00075,0.00017750000000000003,0.0004125,0.00043500000000000006,0.0005375,0.0007525,0.000785
0.00045999999999999996,0.00049,0.0007775,0.00035999999999999997,0.00054,0.0006125,0.000725,0.000815,0.0009225
0.00043750000000000006,0.0005200000000000001,0.00076,0.0006925,0.0009274999999999999,0.0009249999999999999,0.0008500000000000001,0.0008875,0.0009574999999999999
0.0003775,0.00048,0.000675,0.0008075000000000001,0.0011325,0.00111,0.0009,0.0008775,0.0009175
0.00038750000000000004,0.00039,0.000625,0.0006125,0.0009299999999999999,0.0010249999999999999,0.00092,0.0008349999999999999,0.00089
0.0005325,0.000375,0.000705,0.00043499999999999995,0.0006624999999999999,0.00083,0.00083,0.0008049999999999999,0.00083
0.00071,0.00047749999999999995,0.00085,0.00038749999999999993,0.0006724999999999999,0.000805,0.0006349999999999999,0.000815,0.0007475
0.0007525,0.00056,0.0009825,0.000305,0.0008024999999999999,0.0008349999999999999,0.0005974999999999999,0.000875,0.0008125
0.000705,0.0005925,0.0011300000000000001,0.0001675,0.00076,0.00068,0.000755,0.0008175,0.00095
0.000725,0.0006850000000000001,0.0012325,0.000135,0.0006500000000000001,0.0005025,0.0008049999999999999,0.00059,0.0008874999999999999
0.0007975,0.0008025,0.001155,0.0001875,0.0006025,0.0005449999999999999,0.0007474999999999999,0.0005775,0.0007525
0.00082,0.0008175,0.0009499999999999999,0.00023999999999999998,0.00053,0.0005925,0.0008975000000000001,0.000905,0.0007850000000000001
0.0007475000000000001,0.0007675,0.00085,0.000365,0.00046499999999999997,0.0006050000000000001,0.0012000000000000001,0.0011475,0.0008975000000000001
0.00066,0.0007875,0.000935,0.0005475,0.000565,0.0008525,0.0012675,0.0011449999999999998,0.0009275000000000002
0.00062,0.0008349999999999999,0.00107,0.0006675,0.0008025,0.00107,0.00117,0.001105,0.000945
0.0006275,0.0007875,0.0011099999999999999,0.0005975,0.001005,0.0010325,0.0010875,0.0011025,0.001
0.0006875,0.0007575,0.001135,0.0005024999999999999,0.001055,0.0008950000000000001,0.001035,0.00106,0.0010075000000000001
0.0006925,0.0008175000000000001,0.0011975,0.000635,0.0009900000000000002,0.0008725000000000001,0.001035,0.0009824999999999999,0.000905
0.0005475,0.0007775,0.0011125,0.00084,0.0009600000000000001,0.0010724999999999999,0.0009925000000000001,0.0009699999999999999,0.0007925
0.000455,0.0006575000000000001,0.0009399999999999999,0.00087,0.0009775,0.0013,0.000935,0.0010125,0.00081
0.0005575,0.00065,0.0009225,0.0008775,0.0009375,0.0012749999999999999,0.001125,0.00113,0.00103
0.0007325,0.0007775,0.0010375,0.000885,0.0008525,0.0011224999999999998,0.001455,0.0012975,0.0013175
0.000835,0.0009225,0.00111,0.0006925,0.0007624999999999999,0.001005,0.00148,0.0013325000000000001,0.0014225
0.0008424999999999999,0.0009775,0.0011125,0.0005225,0.0007,0.00081,0.00122,0.0011325,0.0012200000000000002
0.00078,0.0009350000000000001,0.0011175,0.0006,0.0006950000000000001,0.0006125,0.0008775,0.0007875,0.0008125
0.0007624999999999999,0.0009299999999999998,0.001165,0.000715,0.000655,0.00056,0.0005825,0.00046249999999999997,0.00045000000000000004
0.0008599999999999999,0.0010249999999999999,0.00123,0.000625,0.0004825,0.00059,0.00045,0.00038250000000000003,0.000335
0.00091,0.0010249999999999999,0.0012374999999999999,0.00044,0.00031,0.000595,0.0005325,0.0005549999999999999,0.0004525
0.0008825,0.0009575000000000001,0.00124,0.00031999999999999997,0.0003725,0.000695,0.0006325,0.0007650000000000001,0.0006399999999999999
0.0009649999999999999,0.0010275000000000002,0.0013650000000000001,0.00043,0.0006925,0.0008675,0.000695,0.000895,0.00078
0.0010925000000000002,0.0011225,0.00147,0.00078,0.0010325,0.0008875,0.0009025000000000001,0.001005,0.0008550000000000001
0.0010574999999999998,0.00107,0.001385,0.0009550000000000001,0.0011099999999999999,0.0008625,0.0011350000000000002,0.00107,0.0009275
0.0009525,0.0010475,0.0012625,0.000805,0.0008649999999999999,0.0009175,0.0012074999999999998,0.001095,0.0009925000000000001
0.000925,0.001015,0.001235,0.0007575000000000001,0.0006575000000000001,0.0009025,0.00119,0.0010375,0.0009649999999999999
0.0009874999999999999,0.00084,0.0011825,0.0008424999999999999,0.0008274999999999999,0.0010775,0.0009674999999999999,0.000915,0.0008549999999999999
0.0011225,0.000785,0.0011149999999999999,0.0009475,0.001085,0.0012900000000000001,0.0007574999999999999,0.000815,0.0007975
0.0011475,0.0008224999999999999,0.001005,0.0011125,0.001065,0.001085,0.0009350000000000001,0.0008174999999999999,0.0008675
0.0009350000000000001,0.00072,0.00084,0.0011875,0.00092,0.0008550000000000001,0.001235,0.0009475000000000001,0.00105
0.0007524999999999999,0.00069,0.0008675,0.0009524999999999999,0.0009075000000000001,0.0011099999999999999,0.00122,0.0011425,0.0012675
0.0008274999999999999,0.0008,0.0010825,0.0008825,0.0009975,0.0011875000000000002,0.0013124999999999999,0.001265,0.0013975
0.0009450000000000001,0.0007624999999999999,0.0011325,0.0011049999999999999,0.0011225,0.0011575,0.0013024999999999998,0.0011224999999999998,0.0012000000000000001
0.0009725,0.00069,0.001015,0.0011949999999999999,0.001165,0.00138,0.000775,0.0007099999999999999,0.0006825
0.00093,0.0006875,0.0008975,0.0013074999999999999,0.00104,0.0012725000000000002,0.00048499999999999997,0.000375,0.00027
0.0007775,0.0005275,0.0007275000000000001,0.0012900000000000001,0.001075,0.0013125,0.00045,0.00041,0.00030500000000000004
0.0006950000000000001,0.00041000000000000005,0.0006075,0.001155,0.001285,0.0015125,0.0005725,0.0007574999999999999,0.00068
