protein_extract_20kgy_sample1,protein_extract_20kgy_sample2,protein_extract_20kgy_sample3,protein_extract_20kgy_sample4,protein_extract_20kgy_sample5,protein_extract_20kgy_sample6,protein_extract_20kgy_sample7,protein_extract_20kgy_sample8,protein_extract_20kgy_sample9
0.0003275,0.00042500000000000003,0.0002575,0.0001525,0.00023749999999999997,0.0002275,0.00019750000000000003,0.00029,-0.0001825
0.00032250000000000003,0.00044750000000000004,0.0003625,0.00038250000000000003,0.0005525,0.00049,0.000295,0.000445,0.00015000000000000001
0.0002875,0.00041,0.0004425,0.0004850000000000001,0.0005375,0.0005475,0.0005275,0.00066,0.0005025
0.000245,0.0003275,0.00047749999999999995,0.0005475,0.00044249999999999997,0.000485,0.000755,0.0007949999999999999,0.0006000000000000001
0.000215,0.0002475,0.00045750000000000006,0.0007125,0.00054,0.00048750000000000003,0.0008025,0.00081,0.000465
0.00013,9e-05,0.000305,0.000895,0.0007275,0.0005949999999999999,0.0007075,0.0007474999999999999,0.0003375
9.999999999999999e-06,-9.499999999999998e-05,7.749999999999999e-05,0.0008749999999999999,0.0007775,0.0006125,0.0005625,0.0005725,0.00025
-4.999999999999993e-06,-8.5e-05,2.5e-06,0.0007424999999999999,0.0007099999999999999,0.000495,0.00046,0.00038500000000000003,0.0001475
9.750000000000001e-05,4.9999999999999996e-05,7.750000000000001e-05,0.00072,0.0006825,0.0004375,0.000455,0.0003575,0.00017
0.00022,0.00015000000000000004,0.00021500000000000002,0.0006850000000000001,0.0006374999999999999,0.00043250000000000005,0.00044,0.0003975,0.000245
0.0002525,0.00028,0.000375,0.000545,0.0005350000000000001,0.00034500000000000004,0.0003125,0.0003125,0.00016999999999999999
0.00021,0.00039,0.00044500000000000003,0.00048750000000000003,0.00047000000000000004,0.000275,0.000215,0.00020250000000000002,9.25e-05
0.000125,0.0002725,0.0003425,0.0005125,0.0004125,0.0002675,0.00034,0.00027,0.0002025
2.75e-05,5e-05,0.0002025,0.0004525,0.000295,0.0002075,0.0004975,0.00035249999999999995,0.0003625
1.7500000000000002e-05,2.5000000000000005e-05,0.00021250000000000002,0.00029,0.00013,9.5e-05,0.000375,0.00019749999999999998,0.000335
0.00010250000000000001,0.00017499999999999997,0.000325,0.000145,2e-05,4.4999999999999996e-05,0.0001975,1.5e-05,0.0002525
0.00023,0.000325,0.00038749999999999993,0.000125,7.75e-05,0.00017250000000000002,0.00043250000000000005,0.00021250000000000002,0.0004375
0.000435,0.0004775,0.00046750000000000003,0.00030000000000000003,0.00032500000000000004,0.0004925,0.0008575,0.00066,0.0007999999999999999
0.000625,0.0005925,0.0005625000000000001,0.0005675000000000001,0.0006075,0.00081,0.000995,0.0009425,0.0010075
0.0005574999999999999,0.0005200000000000001,0.0005275,0.0006774999999999999,0.0006975,0.00087,0.0008525,0.0009025000000000001,0.00093
0.0003175,0.0003625,0.0004075,0.0006425000000000001,0.0005925,0.0006950000000000001,0.0006375,0.0006575,0.0007624999999999999
0.000185,0.0002875,0.00034,0.0006799999999999999,0.00048750000000000003,0.000575,0.0004375,0.00046,0.0006825
0.00020999999999999998,0.00034,0.00035499999999999996,0.0007275000000000001,0.000455,0.0005775000000000001,0.0002925,0.00036500000000000004,0.0005350000000000001
0.0003375,0.0005225,0.00048249999999999996,0.0006175,0.00043250000000000005,0.000515,0.0002275,0.0002475,0.0003325
0.00052,0.0007825,0.0006799999999999999,0.0004975,0.00046499999999999997,0.00043250000000000005,0.00023,0.0001825,0.0003775
0.0006225,0.0008325,0.00079,0.0006449999999999998,0.0006399999999999999,0.0006050000000000001,0.00036500000000000004,0.000295,0.0005375
0.0006000000000000001,0.0006575000000000001,0.0007949999999999999,0.0009449999999999999,0.0007650000000000001,0.0009225,0.0006075,0.0005875,0.0006900000000000001
0.00058,0.0006349999999999999,0.0007524999999999999,0.0009874999999999999,0.0005925,0.00099,0.0007625,0.0008575,0.00101
