3996.73391,0.00007
3994.67373,0.00002
3992.61356,0.00000
3990.55339,0.00003
3988.49322,0.00013
3986.43305,0.00030
3984.37287,0.00050
3982.31270,0.00065
3980.25253,0.00071
3978.19236,0.00071
3976.13219,0.00070
3974.07201,0.00069
3972.01184,0.00068
3969.95167,0.00067
3967.89150,0.00065
3965.83133,0.00058
3963.77115,0.00044
3961.71098,0.00026
3959.65081,0.00011
3957.59064,0.00006
3955.53046,0.00009
3953.47029,0.00015
3951.41012,0.00021
3949.34995,0.00029
3947.28978,0.00039
3945.22960,0.00049
3943.16943,0.00061
3941.10926,0.00076
3939.04909,0.00088
3936.98892,0.00096
3934.92874,0.00106
3932.86857,0.00123
3930.80840,0.00140
3928.74823,0.00147
3926.68805,0.00137
3924.62788,0.00117
3922.56771,0.00098
3920.50754,0.00091
3918.44737,0.00099
3916.38719,0.00115
3914.32702,0.00121
3912.26685,0.00112
3910.20668,0.00092
3908.14651,0.00074
3906.08633,0.00067
3904.02616,0.00075
3901.96599,0.00087
3899.90582,0.00090
3897.84565,0.00079
3895.78547,0.00060
3893.72530,0.00044
3891.66513,0.00044
3889.60496,0.00064
3887.54478,0.00094
3885.48461,0.00120
3883.42444,0.00130
3881.36427,0.00122
3879.30410,0.00102
3877.24392,0.00084
3875.18375,0.00077
3873.12358,0.00083
3871.06341,0.00092
3869.00324,0.00098
3866.94306,0.00097
3864.88289,0.00089
3862.82272,0.00080
3860.76255,0.00072
3858.70237,0.00068
3856.64220,0.00073
3854.58203,0.00091
3852.52186,0.00119
3850.46169,0.00137
3848.40151,0.00130
3846.34134,0.00111
3844.28117,0.00100
3842.22100,0.00105
3840.16083,0.00117
3838.10065,0.00126
3836.04048,0.00125
3833.98031,0.00111
3831.92014,0.00090
3829.85997,0.00068
3827.79979,0.00052
3825.73962,0.00050
3823.67945,0.00062
3821.61928,0.00079
3819.55910,0.00088
3817.49893,0.00085
3815.43876,0.00082
3813.37859,0.00089
3811.31842,0.00095
3809.25824,0.00090
3807.19807,0.00079
3805.13790,0.00068
3803.07773,0.00060
3801.01756,0.00057
3798.95738,0.00056
3796.89721,0.00054
3794.83704,0.00054
3792.77687,0.00057
3790.71670,0.00061
3788.65652,0.00059
3786.59635,0.00050
3784.53618,0.00037
3782.47601,0.00026
3780.41583,0.00023
3778.35566,0.00032
3776.29549,0.00045
3774.23532,0.00053
3772.17515,0.00057
3770.11497,0.00062
3768.05480,0.00063
3765.99463,0.00058
3763.93446,0.00048
3761.87429,0.00045
3759.81411,0.00054
3757.75394,0.00067
3755.69377,0.00071
3753.63360,0.00071
3751.57342,0.00089
3749.51325,0.00130
3747.45308,0.00172
3745.39291,0.00198
3743.33274,0.00203
3741.27256,0.00186
3739.21239,0.00153
3737.15222,0.00122
3735.09205,0.00109
3733.03188,0.00114
3730.97170,0.00128
3728.91153,0.00139
3726.85136,0.00143
3724.79119,0.00145
3722.73102,0.00148
3720.67084,0.00146
3718.61067,0.00135
3716.55050,0.00121
3714.49033,0.00113
3712.43015,0.00117
3710.36998,0.00127
3708.30981,0.00131
3706.24964,0.00125
3704.18947,0.00121
3702.12929,0.00130
3700.06912,0.00146
3698.00895,0.00154
3695.94878,0.00147
3693.88861,0.00128
3691.82843,0.00106
3689.76826,0.00093
3687.70809,0.00097
3685.64792,0.00101
3683.58775,0.00094
3681.52757,0.00075
3679.46740,0.00054
3677.40723,0.00041
3675.34706,0.00043
3673.28688,0.00055
3671.22671,0.00061
3669.16654,0.00067
3667.10637,0.00079
3665.04620,0.00090
3662.98602,0.00096
3660.92585,0.00094
3658.86568,0.00081
3656.80551,0.00068
3654.74534,0.00069
3652.68516,0.00090
3650.62499,0.00128
3648.56482,0.00168
3646.50465,0.00195
3644.44447,0.00208
3642.38430,0.00212
3640.32413,0.00206
3638.26396,0.00192
3636.20379,0.00180
3634.14361,0.00185
3632.08344,0.00214
3630.02327,0.00259
3627.96310,0.00302
3625.90293,0.00324
3623.84275,0.00324
3621.78258,0.00323
3619.72241,0.00337
3617.66224,0.00375
3615.60207,0.00433
3613.54189,0.00501
3611.48172,0.00561
3609.42155,0.00593
3607.36138,0.00592
3605.30120,0.00569
3603.24103,0.00547
3601.18086,0.00547
3599.12069,0.00575
3597.06052,0.00618
3595.00034,0.00662
3592.94017,0.00696
3590.88000,0.00720
3588.81983,0.00742
3586.75966,0.00768
3584.69948,0.00791
3582.63931,0.00804
3580.57914,0.00809
3578.51897,0.00816
3576.45879,0.00827
3574.39862,0.00839
3572.33845,0.00852
3570.27828,0.00877
3568.21811,0.00918
3566.15793,0.00969
3564.09776,0.01015
3562.03759,0.01056
3559.97742,0.01096
3557.91725,0.01137
3555.85707,0.01169
3553.79690,0.01194
3551.73673,0.01220
3549.67656,0.01251
3547.61639,0.01285
3545.55621,0.01314
3543.49604,0.01341
3541.43587,0.01375
3539.37570,0.01415
3537.31552,0.01457
3535.25535,0.01490
3533.19518,0.01513
3531.13501,0.01532
3529.07484,0.01562
3527.01466,0.01604
3524.95449,0.01653
3522.89432,0.01702
3520.83415,0.01748
3518.77398,0.01786
3516.71380,0.01812
3514.65363,0.01827
3512.59346,0.01840
3510.53329,0.01867
3508.47312,0.01912
3506.41294,0.01968
3504.35277,0.02022
3502.29260,0.02063
3500.23243,0.02089
3498.17225,0.02109
3496.11208,0.02132
3494.05191,0.02155
3491.99174,0.02178
3489.93157,0.02208
3487.87139,0.02248
3485.81122,0.02295
3483.75105,0.02343
3481.69088,0.02385
3479.63071,0.02418
3477.57053,0.02443
3475.51036,0.02468
3473.45019,0.02508
3471.39002,0.02562
3469.32984,0.02615
3467.26967,0.02653
3465.20950,0.02671
3463.14933,0.02685
3461.08916,0.02707
3459.02898,0.02737
3456.96881,0.02766
3454.90864,0.02789
3452.84847,0.02813
3450.78830,0.02848
3448.72812,0.02896
3446.66795,0.02945
3444.60778,0.02985
3442.54761,0.03014
3440.48744,0.03039
3438.42726,0.03067
3436.36709,0.03101
3434.30692,0.03137
3432.24675,0.03167
3430.18657,0.03191
3428.12640,0.03212
3426.06623,0.03238
3424.00606,0.03271
3421.94589,0.03310
3419.88571,0.03350
3417.82554,0.03383
3415.76537,0.03408
3413.70520,0.03427
3411.64503,0.03441
3409.58485,0.03450
3407.52468,0.03457
3405.46451,0.03472
3403.40434,0.03502
3401.34416,0.03536
3399.28399,0.03563
3397.22382,0.03581
3395.16365,0.03602
3393.10348,0.03632
3391.04330,0.03667
3388.98313,0.03703
3386.92296,0.03734
3384.86279,0.03758
3382.80262,0.03773
3380.74244,0.03781
3378.68227,0.03787
3376.62210,0.03799
3374.56193,0.03824
3372.50176,0.03860
3370.44158,0.03894
3368.38141,0.03917
3366.32124,0.03930
3364.26107,0.03941
3362.20089,0.03953
3360.14072,0.03965
3358.08055,0.03977
3356.02038,0.03991
3353.96021,0.04006
3351.90003,0.04023
3349.83986,0.04037
