wavenumber,2.5kGy_sn48_sample1,2.5kGy_sn48_sample2,2.5kGy_sn48_sample3,2.5kGy_sn48_sample4,2.5kGy_sn48_sample5,2.5kGy_sn48_sample6,2.5kGy_sn48_sample7,2.5kGy_sn48_sample8,2.5kGy_sn48_sample9
3996.73391,-0.00035,0.00047,0.0012,0.00049,0.02799,0.00029,-0.00021,0.02591,0.00022
3994.67373,-0.0002,0.00036,0.00121,0.0002,0.02793,0.00053,-0.00018,0.02557,0.0
3992.61356,-0.00014,0.00011,0.00113,0.0,0.02781,0.00029,-0.00013,0.02572,0.0002
3990.55339,-0.00014,-3e-05,0.00077,0.00012,0.02769,-0.00012,-0.0,0.02608,0.00043
3988.49322,-0.00031,7e-05,0.00039,0.00042,0.02783,-0.00025,0.00016,0.02603,0.0004
3986.43305,-0.00044,0.00011,0.00035,0.00062,0.02804,-0.00011,0.00029,0.02569,0.00029
3984.37287,-0.00041,-3e-05,0.00054,0.00068,0.02803,0.0002,0.00027,0.02551,0.00034
3982.3127,-0.00035,-0.00019,0.00062,0.00056,0.02802,0.00067,6e-05,0.0255,0.00061
3980.25253,-0.00028,-0.00021,0.00041,0.00042,0.02813,0.001,-5e-05,0.02546,0.0008
3978.19236,-3e-05,-7e-05,4e-05,0.00053,0.02814,0.00098,0.00012,0.02546,0.00075
3976.13219,0.00024,-2e-05,0.0,0.00069,0.028,0.00076,0.0003,0.02558,0.00074
3974.07201,0.00036,-0.0001,0.00042,0.0005,0.02796,0.00057,0.00024,0.02573,0.0009
3972.01184,0.0004,-0.00016,0.00087,0.00019,0.028,0.00054,5e-05,0.02571,0.00112
3969.95167,0.00029,-0.00016,0.00112,0.00019,0.02789,0.00055,2e-05,0.02543,0.0012
3967.8915,5e-05,-7e-05,0.00124,0.00036,0.02769,0.00039,0.00016,0.02512,0.00103
3965.83133,4e-05,-4e-05,0.00129,0.00044,0.02759,0.0002,0.00028,0.0252,0.00071
3963.77115,0.00041,-0.00014,0.00127,0.00042,0.02764,0.00029,0.00026,0.02554,0.00044
3961.71098,0.0005,-7e-05,0.00121,0.00042,0.02777,0.00059,0.00013,0.02557,0.00036
3959.65081,0.00013,0.0002,0.00104,0.00036,0.02776,0.00075,2e-05,0.02539,0.00052
3957.59064,-5e-05,0.00034,0.00073,0.00021,0.02763,0.00076,0.0,0.02562,0.00075
3955.53046,0.0,0.00023,0.00056,0.00021,0.02756,0.00069,0.00014,0.0259,0.00086
3953.47029,0.0,-1e-05,0.00082,0.00038,0.02743,0.00049,0.00042,0.02572,0.00081
3951.41012,0.0001,0.0,0.00125,0.00048,0.02721,0.0002,0.00069,0.02545,0.00069
3949.34995,0.0003,0.00047,0.00133,0.00059,0.02713,0.0,0.00074,0.02543,0.00055
3947.28978,0.00021,0.00091,0.00102,0.0008,0.02736,4e-05,0.00055,0.02544,0.00039
3945.2296,0.00028,0.00075,0.00075,0.00087,0.02771,0.0003,0.00043,0.02562,0.00036
3943.16943,0.00085,0.0003,0.00075,0.00076,0.02789,0.0006,0.00058,0.02588,0.00064
3941.10926,0.00123,0.00018,0.00087,0.00065,0.0278,0.0008,0.00068,0.02564,0.00105
3939.04909,0.00139,0.00036,0.00083,0.00066,0.02771,0.00087,0.00044,0.02544,0.00111
3936.98892,0.00122,0.00047,0.00068,0.00072,0.02796,0.00091,0.00011,0.02558,0.00085
3934.92874,0.00087,0.00039,0.00066,0.00075,0.0284,0.00093,0.0,0.0259,0.00056
3932.86857,0.00076,0.00024,0.00084,0.00063,0.02854,0.00092,4e-05,0.02623,0.00043
3930.8084,0.00059,0.00014,0.00092,0.00038,0.02825,0.00087,6e-05,0.02594,0.00053
3928.74823,0.00042,0.00012,0.00085,0.00016,0.02789,0.0008,0.00018,0.02532,0.00083
3926.68805,0.00072,7e-05,0.00092,6e-05,0.02766,0.00066,0.00045,0.02543,0.00109
3924.62788,0.00093,0.0,0.00104,0.00012,0.02755,0.00042,0.00059,0.02596,0.00124
3922.56771,0.00059,0.00011,0.00096,0.00023,0.02772,0.00022,0.00051,0.02593,0.00128
3920.50754,0.00056,0.00033,0.00083,0.00022,0.02805,0.00014,0.00061,0.02578,0.00105
3918.44737,0.00085,0.00042,0.00081,0.00029,0.02814,0.00031,0.00095,0.02578,0.00067
3916.38719,0.00085,0.0004,0.00088,0.00052,0.02803,0.00068,0.00117,0.02559,0.00049
3914.32702,0.00066,0.00037,0.00095,0.00073,0.02797,0.00086,0.00124,0.02536,0.00048
3912.26685,0.00071,0.00036,0.00099,0.00077,0.02783,0.00069,0.00121,0.02547,0.00044
3910.20668,0.00066,0.0004,0.00105,0.00067,0.02758,0.00037,0.00104,0.02545,0.00037
3908.14651,0.00061,0.00052,0.00109,0.00067,0.02751,0.00026,0.00087,0.02534,0.00046
3906.08633,0.0011,0.00062,0.00104,0.00083,0.02775,0.0006,0.00083,0.0256,0.00077
3904.02616,0.00123,0.00062,0.00101,0.00091,0.02802,0.00111,0.00092,0.0255,0.00125
3901.96599,0.00067,0.00061,0.00104,0.00086,0.02815,0.00108,0.00116,0.02519,0.00162
3899.90582,0.00061,0.00071,0.00113,0.00089,0.02819,0.00066,0.0014,0.02569,0.00166
3897.84565,0.00047,0.0008,0.00133,0.00098,0.02809,0.00055,0.00131,0.02571,0.00146
3895.78547,0.00043,0.00079,0.00153,0.00106,0.02793,0.00059,0.00101,0.02532,0.00116
3893.7253,0.00135,0.0007,0.00164,0.00107,0.02787,0.00041,0.00084,0.02581,0.00099
3891.66513,0.00186,0.00062,0.0016,0.00079,0.02788,0.00026,0.00082,0.02608,0.00116
3889.60496,0.00074,0.00063,0.0014,0.00037,0.02789,0.00052,0.00077,0.02486,0.00139
3887.54478,0.00044,0.0007,0.00114,0.00039,0.02787,0.00091,0.00061,0.02464,0.00146
3885.48461,0.00094,0.00087,0.00095,0.00081,0.02778,0.0009,0.00049,0.02544,0.00158
3883.42444,0.00077,0.00114,0.00101,0.0011,0.02767,0.0004,0.00064,0.02534,0.00173
3881.36427,0.0014,0.00129,0.0013,0.00113,0.02761,0.0,0.0009,0.0255,0.00158
3879.3041,0.00137,0.00115,0.00151,0.00102,0.0276,9e-05,0.00087,0.02502,0.00126
3877.24392,0.00067,0.00085,0.00141,0.00081,0.02755,0.00035,0.00063,0.02444,0.00115
3875.18375,0.00094,0.00053,0.00096,0.00063,0.02755,0.00057,0.00054,0.02516,0.00129
3873.12358,0.00101,0.00035,0.00038,0.00063,0.02766,0.00084,0.00058,0.02557,0.00136
3871.06341,0.00133,0.00053,0.00021,0.00085,0.02764,0.00099,0.00052,0.02581,0.00124
3869.00324,0.0011,0.00095,0.00068,0.00099,0.0274,0.00073,0.00046,0.02527,0.00113
3866.94306,0.0005,0.00101,0.00118,0.00077,0.02713,0.0003,0.00052,0.02457,0.00104
3864.88289,0.00129,0.00063,0.0013,0.00045,0.02703,0.00023,0.00062,0.02551,0.0009
3862.82272,0.0016,0.00046,0.0012,0.00032,0.02716,0.00063,0.00073,0.02595,0.00083
3860.76255,0.00082,0.00077,0.00111,0.00044,0.02743,0.00098,0.00082,0.02529,0.00086
3858.70237,0.0,0.00094,0.0011,0.00077,0.02769,0.00091,0.00101,0.02453,0.00097
3856.6422,0.00059,0.00064,0.00113,0.00111,0.02779,0.00057,0.00131,0.02486,0.00118
3854.58203,0.00296,0.00035,0.0012,0.00131,0.02755,0.00036,0.00135,0.02664,0.00145
3852.52186,0.00321,0.00061,0.00132,0.00138,0.0272,0.00043,0.00091,0.02672,0.00153
3850.46169,0.00104,0.00101,0.00127,0.00125,0.02725,0.0005,0.00051,0.02503,0.00132
3848.40151,0.00024,0.00108,0.00115,0.00094,0.02762,0.00056,0.00037,0.02449,0.00101
3846.34134,0.00075,0.00077,0.00137,0.00061,0.02799,0.00069,0.00049,0.02484,0.00069
3844.28117,0.00115,0.00033,0.00189,0.00041,0.02812,0.00087,0.00091,0.02522,0.00047
3842.221,0.00095,0.00018,0.00208,0.00049,0.02803,0.00107,0.00149,0.02525,0.00049
3840.16083,0.00132,0.00035,0.00157,0.00072,0.02784,0.00111,0.00165,0.02559,0.0006
3838.10065,0.00175,0.00057,0.00098,0.00075,0.02766,0.00099,0.00101,0.02585,0.00061
3836.04048,0.00108,0.00068,0.00095,0.00053,0.0276,0.0009,0.00019,0.02526,0.0006
3833.98031,0.00071,0.00077,0.00108,0.00031,0.0276,0.00076,-6e-05,0.02488,0.0007
3831.92014,0.00096,0.00098,0.00112,0.00024,0.02753,0.00066,0.00024,0.02479,0.00082
3829.85997,0.00087,0.00114,0.00132,0.0003,0.02738,0.00072,0.0007,0.02429,0.00079
3827.79979,0.00081,0.00116,0.00157,0.0004,0.02724,0.00061,0.00101,0.02398,0.00077
3825.73962,0.00037,0.00121,0.0016,0.00043,0.02721,0.0002,0.00106,0.02375,0.00097
3823.67945,0.0005,0.0012,0.00147,0.00023,0.02708,0.0,0.0009,0.02446,0.00117
3821.61928,0.0016,0.00095,0.00137,0.0,0.02667,0.00038,0.00061,0.02598,0.00107
3819.5591,0.00127,0.00069,0.00138,0.00017,0.02642,0.00085,0.00047,0.02546,0.00081
3817.49893,0.00208,0.00067,0.00144,0.00039,0.02665,0.0009,0.00057,0.02543,0.00097
3815.43876,0.00311,0.00074,0.00135,0.00028,0.02699,0.0009,0.00061,0.02566,0.00163
3813.37859,0.00181,0.00066,0.00104,0.00019,0.02716,0.0011,0.00049,0.0243,0.00216
3811.31842,0.00086,0.00043,0.00072,0.0004,0.02724,0.00125,0.00035,0.02363,0.00222
3809.25824,0.00158,0.00021,0.00058,0.00061,0.02729,0.00123,0.00023,0.02445,0.00196
3807.19807,0.00227,0.00021,0.0005,0.00066,0.02716,0.00112,0.00011,0.0251,0.00155
3805.1379,0.00145,0.00051,0.00042,0.00073,0.02689,0.00101,5e-05,0.02423,0.0011
3803.07773,0.00183,0.00083,0.00052,0.00078,0.02682,0.00105,6e-05,0.02462,0.00078
3801.01756,0.0022,0.00091,0.0008,0.00066,0.02703,0.00126,3e-05,0.02533,0.0008
3798.95738,0.00093,0.00077,0.001,0.00049,0.02726,0.00143,0.0,0.02467,0.0011
3796.89721,0.00084,0.00058,0.00113,0.00043,0.02736,0.00151,4e-05,0.02496,0.00134
3794.83704,0.00109,0.00054,0.00118,0.00045,0.02732,0.00147,0.00023,0.02515,0.0015
3792.77687,0.00123,0.0007,0.00107,0.00045,0.02726,0.00131,0.00049,0.02509,0.00164
3790.7167,0.00139,0.00083,0.00092,0.00056,0.02737,0.00127,0.00054,0.0253,0.00162
3788.65652,0.00133,0.00081,0.00084,0.00093,0.02753,0.00141,0.00042,0.0254,0.00137
3786.59635,0.00146,0.00076,0.00076,0.00123,0.02762,0.0014,0.00038,0.02542,0.00112
3784.53618,0.00147,0.00072,0.00068,0.00105,0.02772,0.00122,0.00038,0.02508,0.00107
3782.47601,0.00143,0.00078,0.00076,0.00063,0.02776,0.00112,0.00042,0.02472,0.00105
3780.41583,0.00213,0.00105,0.00098,0.00054,0.02776,0.00121,0.00056,0.02536,0.00098
3778.35566,0.00219,0.00135,0.0011,0.00073,0.02783,0.00137,0.00056,0.02572,0.001
3776.29549,0.00141,0.00141,0.00106,0.00083,0.02786,0.00137,0.0004,0.02513,0.00102
3774.23532,0.0012,0.00126,0.00113,0.00088,0.02777,0.00117,0.00046,0.02453,0.00078
3772.17515,0.00185,0.00116,0.00153,0.00088,0.02762,0.00087,0.0007,0.02458,0.00044
3770.11497,0.00252,0.00129,0.00199,0.00083,0.0275,0.00073,0.00081,0.02508,0.00038
3768.0548,0.00234,0.00148,0.00201,0.00092,0.0275,0.00091,0.00077,0.02499,0.00069
3765.99463,0.00214,0.00136,0.00147,0.00095,0.02755,0.0012,0.00072,0.02482,0.00115
3763.93446,0.00153,0.00097,0.00085,0.00075,0.0275,0.00124,0.0007,0.02437,0.0015
3761.87429,0.00124,0.00066,0.00071,0.00052,0.02739,0.00102,0.00066,0.02448,0.00152
3759.81411,0.00165,0.00068,0.00105,0.00035,0.0274,0.00076,0.00049,0.02535,0.00139
3757.75394,0.00114,0.00093,0.00142,0.0003,0.02749,0.00062,0.00026,0.02525,0.00129
3755.69377,0.0003,0.00096,0.00161,0.00058,0.02757,0.0006,0.00031,0.02447,0.00107
3753.6336,0.00102,0.00065,0.00173,0.00104,0.02746,0.00066,0.00072,0.02473,0.00073
3751.57342,0.00231,0.00051,0.00164,0.0014,0.02698,0.00079,0.00107,0.02548,0.00063
3749.51325,0.00128,0.00062,0.00124,0.00181,0.02673,0.00112,0.00119,0.02453,0.00097
3747.45308,0.0,0.00035,0.00107,0.00218,0.02728,0.00149,0.00139,0.02383,0.00142
3745.39291,0.00133,3e-05,0.00136,0.002,0.02771,0.00165,0.00144,0.0255,0.00157
3743.33274,0.00159,0.00031,0.00157,0.00126,0.02748,0.00182,0.00095,0.02526,0.00138
3741.27256,0.00047,0.0009,0.00155,0.0007,0.02721,0.00194,0.00046,0.02307,0.00099
3739.21239,0.00074,0.00148,0.00181,0.00057,0.0272,0.0015,0.00043,0.02273,0.00059
3737.15222,0.00201,0.00184,0.00222,0.00049,0.02737,0.00058,0.00073,0.02421,0.00046
3735.09205,0.00262,0.00166,0.00209,0.00032,0.02749,0.0,0.00084,0.02552,0.00086
3733.03188,0.00214,0.00107,0.00162,0.0006,0.02726,0.00021,0.00056,0.02545,0.00135
3730.9717,0.0013,0.00061,0.00144,0.00111,0.02679,0.00071,0.00028,0.02473,0.00116
3728.91153,0.00111,0.00024,0.00139,0.00122,0.02638,0.00102,0.00018,0.02447,0.00052
3726.85136,0.00165,0.0,0.00126,0.00082,0.02637,0.00113,0.00024,0.02486,0.00016
3724.79119,0.00158,0.00015,0.00132,0.00018,0.02682,0.00124,0.0004,0.02484,0.00028
3722.73102,0.00129,0.00051,0.00155,8e-05,0.02719,0.00141,0.00038,0.02466,0.00041
3720.67084,0.00113,0.00088,0.00154,0.0007,0.02724,0.00146,0.00027,0.0244,0.00045
3718.61067,0.00091,0.00118,0.00128,0.00115,0.02718,0.00126,0.00029,0.024,0.00054
3716.5505,0.00047,0.00163,0.001,0.00088,0.02695,0.00089,0.0004,0.02389,0.0007
3714.49033,0.00071,0.00201,0.00071,0.00032,0.02673,0.00063,0.00056,0.02446,0.00084
3712.43015,0.00168,0.00187,0.00034,0.0,0.02682,0.0007,0.00059,0.02518,0.00105
3710.36998,0.00132,0.00157,0.00019,1e-05,0.02698,0.00093,0.00038,0.02486,0.00147
3708.30981,0.00024,0.00137,0.00027,0.00022,0.02707,0.00103,0.00021,0.02404,0.00163
3706.24964,0.0,0.00142,0.00028,0.00049,0.02722,0.00113,0.00028,0.02387,0.00139
3704.18947,0.00077,0.00147,0.00045,0.00076,0.02728,0.00125,0.00052,0.02442,0.00088
3702.12929,0.00155,0.00135,0.00093,0.00082,0.02698,0.00113,0.00071,0.02495,0.00027
3700.06912,0.00109,0.00118,0.0013,0.00082,0.02658,0.00089,0.00068,0.02459,0.0
3698.00895,0.00033,0.00101,0.00126,0.00094,0.02654,0.00078,0.00051,0.02429,0.00023
3695.94878,-2e-05,0.00091,0.00102,0.00093,0.02677,0.00071,0.00031,0.02412,0.0007
3693.88861,0.00013,0.00085,0.00069,0.00079,0.02708,0.00053,0.0001,0.02367,0.00097
3691.82843,0.00125,0.00095,0.00023,0.00063,0.02733,0.00045,8e-05,0.02417,0.00093
3689.76826,0.00227,0.00114,0.0,0.00058,0.02732,0.0008,0.00032,0.02545,0.00084
3687.70809,0.00133,0.00127,0.00015,0.00075,0.02693,0.00114,0.00045,0.02523,0.00095
3685.64792,0.0001,0.00114,0.00028,0.00096,0.02664,0.00104,0.00034,0.02392,0.00104
3683.58775,0.00031,0.00098,0.00032,0.00095,0.02676,0.00087,0.00017,0.02336,0.00093
3681.52757,0.00099,0.0009,0.00057,0.00082,0.02709,0.00087,6e-05,0.02324,0.00075
3679.4674,0.00127,0.00076,0.0011,0.00074,0.02725,0.00092,0.0,0.02344,0.00095
3677.40723,0.00193,0.00047,0.00147,0.0006,0.02735,0.00091,-1e-05,0.02494,0.00155
3675.34706,0.00209,0.0004,0.00136,0.00029,0.02782,0.00079,0.00026,0.02607,0.00187
3673.28688,0.00072,0.00057,0.00102,0.00028,0.02848,0.00051,0.0008,0.02467,0.00144
3671.22671,0.00161,0.00064,0.00083,0.00063,0.02867,0.00024,0.00102,0.02511,0.0008
3669.16654,0.00243,0.00085,0.0009,0.00086,0.02823,0.00042,0.00063,0.02613,0.0007
3667.10637,0.0012,0.00119,0.00101,0.00081,0.0277,0.00085,0.00013,0.02529,0.00117
3665.0462,0.00107,0.00138,0.00102,0.0008,0.02749,0.00098,7e-05,0.02469,0.00165
3662.98602,0.0018,0.00155,0.00103,0.00097,0.02742,0.00089,0.00021,0.0246,0.00182
3660.92585,0.00197,0.00176,0.00104,0.00124,0.02732,0.00087,0.00018,0.02444,0.00165
3658.86568,0.00221,0.00184,0.00092,0.00155,0.02733,0.00099,0.00015,0.02469,0.00135
3656.80551,0.00281,0.00176,0.00068,0.00183,0.02753,0.0013,0.00038,0.02524,0.00142
3654.74534,0.00236,0.00157,0.00061,0.00201,0.02756,0.00159,0.0006,0.02491,0.00206
3652.68516,0.00271,0.00128,0.00091,0.00207,0.02723,0.00142,0.00054,0.02548,0.00278
3650.62499,0.00466,0.00106,0.00143,0.00186,0.02704,0.00105,0.0004,0.02746,0.00323
3648.56482,0.00465,0.00123,0.00182,0.00122,0.02755,0.00123,0.00062,0.02759,0.00326
3646.50465,0.00265,0.00159,0.00195,0.00063,0.0282,0.00166,0.00114,0.02597,0.00278
3644.44447,0.00179,0.00155,0.00202,0.00054,0.02846,0.00169,0.00138,0.02509,0.00229
3642.3843,0.00243,0.0013,0.00219,0.00098,0.02854,0.00156,0.0014,0.02537,0.00221
3640.32413,0.00311,0.00111,0.00236,0.00166,0.02855,0.00158,0.00139,0.02568,0.00237
3638.26396,0.00346,0.00114,0.00242,0.00206,0.02858,0.00169,0.00137,0.02577,0.00259
3636.20379,0.00355,0.00149,0.0025,0.00213,0.02865,0.00182,0.00152,0.02593,0.00298
3634.14361,0.00316,0.00186,0.00253,0.00234,0.02862,0.00197,0.0019,0.02612,0.0033
3632.08344,0.00281,0.00186,0.00225,0.00295,0.02858,0.00213,0.00229,0.02649,0.00314
3630.02327,0.00399,0.00153,0.00181,0.00364,0.02888,0.0023,0.00235,0.0278,0.0028
3627.9631,0.00437,0.00152,0.00168,0.00378,0.02934,0.00252,0.00219,0.02762,0.00281
3625.90293,0.00304,0.00195,0.00205,0.00337,0.02939,0.00286,0.0023,0.02589,0.00296
3623.84275,0.00252,0.00237,0.00272,0.00297,0.02924,0.00333,0.00268,0.02569,0.00309
3621.78258,0.00322,0.0024,0.00338,0.0028,0.02935,0.00373,0.00296,0.02691,0.00328
3619.72241,0.0041,0.00213,0.00379,0.00279,0.0296,0.0039,0.003,0.02795,0.00373
3617.66224,0.00367,0.00219,0.00403,0.00304,0.02964,0.004,0.00292,0.02747,0.00448
3615.60207,0.00329,0.00279,0.00408,0.00354,0.02961,0.00407,0.00288,0.02691,0.00512
3613.54189,0.0039,0.00362,0.00387,0.00388,0.02976,0.00379,0.00293,0.02706,0.00524
3611.48172,0.0043,0.00398,0.00371,0.00419,0.03004,0.00339,0.00291,0.0268,0.00476
3609.42155,0.00473,0.00393,0.00395,0.00469,0.03041,0.00348,0.00297,0.02684,0.00443
3607.36138,0.00497,0.00396,0.00457,0.00501,0.03085,0.00393,0.00345,0.02701,0.00467
3605.3012,0.00481,0.00409,0.00512,0.00487,0.0312,0.00429,0.00407,0.02687,0.00495
3603.24103,0.00516,0.00438,0.00529,0.00457,0.03149,0.00454,0.00432,0.02736,0.00504
3601.18086,0.00568,0.00453,0.00522,0.00442,0.03173,0.00475,0.00431,0.02817,0.00513
3599.12069,0.00554,0.00448,0.00513,0.00466,0.03184,0.00479,0.00431,0.02855,0.00536
3597.06052,0.00563,0.00465,0.00513,0.00536,0.03217,0.00475,0.00437,0.02887,0.00562
3595.00034,0.00603,0.00529,0.00519,0.00596,0.03275,0.00481,0.00457,0.02908,0.00603
3592.94017,0.00584,0.00581,0.0052,0.006,0.03299,0.00509,0.00493,0.02846,0.00647
3590.88,0.00587,0.00584,0.00524,0.00572,0.0329,0.00556,0.00528,0.02813,0.00675
3588.81983,0.00726,0.00543,0.00547,0.00559,0.033,0.006,0.00548,0.02901,0.00697
3586.75966,0.00816,0.00541,0.00578,0.00574,0.03316,0.00632,0.00558,0.0294,0.0073
3584.69948,0.00769,0.006,0.00604,0.00604,0.03332,0.00663,0.00571,0.02868,0.00777
3582.63931,0.00765,0.0065,0.00619,0.00633,0.03369,0.00696,0.00592,0.02866,0.00815
3580.57914,0.00816,0.00658,0.00624,0.00659,0.03408,0.00724,0.00609,0.02938,0.00833
3578.51897,0.00852,0.00655,0.0064,0.00686,0.03434,0.00738,0.00625,0.02993,0.00856
3576.45879,0.00877,0.00677,0.00681,0.00716,0.03456,0.00738,0.00657,0.03006,0.0089
3574.39862,0.00888,0.00713,0.0074,0.00736,0.03482,0.00732,0.00693,0.0299,0.00923
3572.33845,0.00878,0.00739,0.00802,0.00751,0.03518,0.00734,0.00715,0.02978,0.00952
3570.27828,0.00913,0.00752,0.00848,0.00775,0.03556,0.00747,0.00729,0.03044,0.00963
3568.21811,0.01008,0.00767,0.00872,0.00791,0.0359,0.00761,0.00748,0.03177,0.00946
3566.15793,0.0103,0.00794,0.00893,0.00807,0.03622,0.00775,0.00776,0.03198,0.00924
3564.09776,0.01001,0.00834,0.00914,0.00853,0.03641,0.00804,0.00815,0.03121,0.00945
3562.03759,0.0105,0.0087,0.00929,0.00902,0.0365,0.00848,0.00846,0.0314,0.0101
3559.97742,0.01116,0.00903,0.0094,0.00932,0.03669,0.00895,0.00855,0.03231,0.01071
3557.91725,0.01141,0.00954,0.00939,0.00959,0.037,0.0094,0.00876,0.03301,0.0111
3555.85707,0.01177,0.01004,0.00948,0.00994,0.03731,0.00975,0.00929,0.03348,0.01142
3553.7969,0.01251,0.0103,0.00981,0.01023,0.03768,0.0099,0.00979,0.03381,0.01166
3551.73673,0.01299,0.01051,0.01029,0.01043,0.03822,0.01003,0.0099,0.03355,0.01189
3549.67656,0.0131,0.01076,0.01087,0.01063,0.03876,0.01039,0.00988,0.03305,0.01232
3547.61639,0.01336,0.01095,0.01142,0.01084,0.03913,0.01083,0.01016,0.03327,0.01282
3545.55621,0.01347,0.01117,0.01177,0.01088,0.03943,0.01124,0.01069,0.03381,0.01305
3543.49604,0.01345,0.01145,0.01194,0.01091,0.0397,0.01167,0.01113,0.034,0.01317
3541.43587,0.01372,0.01165,0.012,0.01118,0.03998,0.01219,0.01131,0.03409,0.01346
3539.3757,0.01434,0.01177,0.0122,0.01157,0.04037,0.01257,0.01145,0.0344,0.01393
3537.31552,0.01511,0.01201,0.01284,0.01194,0.04072,0.01257,0.01192,0.03495,0.0144
3535.25535,0.01552,0.01241,0.01363,0.01225,0.04109,0.01246,0.01271,0.03539,0.01475
3533.19518,0.01566,0.01293,0.01407,0.01253,0.04163,0.01267,0.01344,0.03559,0.01505
3531.13501,0.01597,0.01339,0.01411,0.01285,0.04206,0.01326,0.01391,0.03575,0.01532
3529.07484,0.01641,0.01353,0.01412,0.01323,0.04226,0.01402,0.01426,0.03601,0.01551
3527.01466,0.01688,0.01342,0.01437,0.0137,0.04253,0.01466,0.01463,0.03633,0.01579
3524.95449,0.01738,0.01352,0.01484,0.01427,0.04284,0.01496,0.0151,0.03665,0.01631
3522.89432,0.01763,0.01407,0.01528,0.01472,0.04311,0.01506,0.01553,0.03691,0.0169
3520.83415,0.01784,0.01484,0.01556,0.01492,0.04362,0.01518,0.01575,0.0372,0.01721
3518.77398,0.01851,0.01543,0.01581,0.01494,0.04426,0.01538,0.01595,0.03769,0.01723
3516.7138,0.01914,0.01568,0.01619,0.01491,0.0446,0.01557,0.0163,0.03815,0.01742
3514.65363,0.01927,0.01572,0.0167,0.01509,0.04474,0.01569,0.01658,0.03849,0.01803
3512.59346,0.01933,0.01589,0.01726,0.0156,0.04508,0.01587,0.01678,0.03879,0.01872
3510.53329,0.0197,0.01634,0.01773,0.01622,0.0456,0.01634,0.017,0.03909,0.01919
3508.47312,0.02012,0.01685,0.01787,0.01676,0.046,0.01706,0.01738,0.03928,0.01953
3506.41294,0.02051,0.01726,0.01779,0.01732,0.04619,0.0176,0.01795,0.03961,0.01986
3504.35277,0.02112,0.01755,0.0179,0.0178,0.04641,0.01772,0.01842,0.04022,0.02017
3502.2926,0.02134,0.01781,0.0183,0.01791,0.04673,0.01773,0.01864,0.04024,0.02046
3500.23243,0.02131,0.01819,0.01875,0.01795,0.04709,0.01793,0.01894,0.03998,0.02084
3498.17225,0.02174,0.0187,0.01919,0.01819,0.04754,0.01828,0.01938,0.04027,0.02127
3496.11208,0.02232,0.01913,0.0196,0.01854,0.04807,0.01871,0.01966,0.04078,0.02155
3494.05191,0.02269,0.01935,0.01993,0.01894,0.04839,0.01925,0.01981,0.04106,0.02166
3491.99174,0.02313,0.0195,0.02026,0.01932,0.04844,0.01982,0.02004,0.04111,0.02181
3489.93157,0.02364,0.01974,0.02052,0.01964,0.04856,0.02023,0.02028,0.04126,0.02227
3487.87139,0.02388,0.01989,0.0207,0.02002,0.04895,0.02037,0.02056,0.04173,0.02296
3485.81122,0.02402,0.01997,0.02107,0.02055,0.04938,0.0204,0.02106,0.04216,0.02357
3483.75105,0.02454,0.02044,0.02178,0.02119,0.0498,0.02061,0.02155,0.04254,0.02386
3481.69088,0.02497,0.02126,0.02249,0.02166,0.05029,0.02101,0.02181,0.04288,0.02402
3479.63071,0.02496,0.02183,0.02284,0.02175,0.05071,0.02135,0.02209,0.04288,0.02434
3477.57053,0.02508,0.02197,0.02284,0.02167,0.05098,0.02157,0.0227,0.04295,0.02478
3475.51036,0.02544,0.022,0.02292,0.02175,0.05124,0.02178,0.02331,0.04337,0.0253
3473.45019,0.02581,0.02225,0.02333,0.02209,0.05157,0.02199,0.0234,0.04383,0.02592
3471.39002,0.02611,0.02257,0.02386,0.02255,0.05195,0.02233,0.02338,0.04424,0.02643
3469.32984,0.02638,0.02276,0.02427,0.02278,0.05225,0.02282,0.02391,0.04466,0.02673
3467.26967,0.02671,0.02309,0.02434,0.02272,0.05257,0.02328,0.02474,0.04494,0.02692
3465.2095,0.02696,0.02352,0.02412,0.02265,0.05302,0.02366,0.02508,0.04502,0.02702
3463.14933,0.02727,0.02393,0.02426,0.02285,0.05342,0.02392,0.025,0.04539,0.02715
3461.08916,0.02779,0.02436,0.02484,0.02336,0.05364,0.024,0.02512,0.04596,0.0274
3459.02898,0.02828,0.02468,0.02529,0.02385,0.05388,0.02399,0.02568,0.0461,0.02773
3456.96881,0.02862,0.02493,0.02553,0.02406,0.05422,0.02411,0.02632,0.04591,0.02803
3454.90864,0.02902,0.02509,0.0257,0.02417,0.05446,0.02455,0.02658,0.04591,0.02829
3452.84847,0.02955,0.02507,0.02584,0.02441,0.05445,0.02512,0.02655,0.04624,0.02867
3450.7883,0.02994,0.02513,0.02614,0.02467,0.05461,0.02547,0.02663,0.04668,0.02915
3448.72812,0.03035,0.02531,0.0267,0.02501,0.05511,0.02557,0.02696,0.04729,0.02958
3446.66795,0.0306,0.02561,0.02723,0.02554,0.0557,0.02563,0.02738,0.0476,0.03001
3444.60778,0.03059,0.0262,0.02758,0.02606,0.0563,0.02583,0.02785,0.04739,0.03043
3442.54761,0.03097,0.02693,0.02787,0.02651,0.05677,0.02621,0.02836,0.0475,0.03071
3440.48744,0.03153,0.02746,0.02816,0.02688,0.05687,0.02676,0.02873,0.04785,0.03097
