wavenumber,2.5kGy_sn48_sample1,2.5kGy_sn48_sample2,2.5kGy_sn48_sample3,2.5kGy_sn48_sample4,2.5kGy_sn48_sample5,2.5kGy_sn48_sample6,2.5kGy_sn48_sample7,2.5kGy_sn48_sample8,2.5kGy_sn48_sample9
978.58176,0.07607,0.07079,0.07358,0.06405,0.14725,0.06706,0.0763,0.12665,0.07473
976.52158,0.07491,0.06956,0.07226,0.06277,0.14638,0.06598,0.07509,0.12557,0.07347
974.46141,0.07364,0.06824,0.07091,0.06172,0.14525,0.0651,0.0736,0.12461,0.07239
972.40124,0.07214,0.0668,0.06948,0.06071,0.14395,0.06396,0.07204,0.12399,0.07104
970.34107,0.07026,0.06515,0.06793,0.0594,0.14235,0.06257,0.07079,0.12318,0.06951
968.28089,0.06818,0.06363,0.06649,0.05802,0.14083,0.06112,0.06951,0.12194,0.06805
966.22072,0.06627,0.06253,0.06491,0.05692,0.13965,0.05983,0.0679,0.12055,0.06662
964.16055,0.06477,0.06132,0.06313,0.05594,0.13842,0.05876,0.06634,0.11925,0.0652
962.10038,0.06328,0.05982,0.06141,0.05487,0.13694,0.05758,0.06495,0.11818,0.06357
960.04021,0.06164,0.05832,0.05991,0.05345,0.13541,0.0561,0.06333,0.11721,0.06169
957.98003,0.06025,0.05685,0.05865,0.05166,0.13418,0.05466,0.06166,0.11618,0.05995
955.91986,0.05909,0.05547,0.05739,0.05004,0.13317,0.05345,0.06038,0.11525,0.05864
953.85969,0.05794,0.05426,0.056,0.04894,0.13224,0.05231,0.05938,0.11448,0.05775
951.79952,0.05665,0.05318,0.05475,0.04815,0.13142,0.05131,0.05822,0.11359,0.05682
949.73935,0.0551,0.05213,0.05363,0.0474,0.1306,0.05036,0.05678,0.11258,0.05552
947.67917,0.05346,0.05109,0.05236,0.04641,0.12947,0.04914,0.05536,0.11169,0.05408
945.619,0.05196,0.04992,0.05098,0.04511,0.12789,0.04771,0.05403,0.11081,0.05255
943.55883,0.05043,0.04833,0.04946,0.0435,0.12616,0.04622,0.05251,0.10966,0.05065
941.49866,0.0486,0.04612,0.04766,0.04158,0.12423,0.04445,0.05054,0.10812,0.04843
939.43849,0.04619,0.04359,0.0456,0.03948,0.12187,0.04228,0.04798,0.10612,0.04603
937.37831,0.04317,0.04114,0.04306,0.03713,0.11946,0.03964,0.04525,0.10373,0.04335
935.31814,0.03991,0.03863,0.03995,0.0345,0.1172,0.03675,0.04256,0.10146,0.04049
933.25797,0.03693,0.03606,0.03701,0.03206,0.11477,0.03428,0.03981,0.09961,0.0377
931.1978,0.0345,0.03376,0.0347,0.02992,0.11214,0.03232,0.03711,0.09794,0.03507
929.13762,0.03232,0.03178,0.03276,0.02793,0.10972,0.03051,0.03469,0.09624,0.03263
927.07745,0.03,0.02988,0.03084,0.02621,0.10785,0.02866,0.0325,0.09459,0.03032
925.01728,0.02773,0.02804,0.02878,0.02472,0.10639,0.02676,0.03049,0.09318,0.02827
922.95711,0.02597,0.02649,0.02693,0.02322,0.10498,0.02508,0.02887,0.09188,0.02659
920.89694,0.02466,0.02527,0.02536,0.02158,0.10357,0.02365,0.0274,0.09055,0.02517
918.83676,0.02349,0.02393,0.02374,0.02009,0.1022,0.02222,0.02583,0.08942,0.0238
916.77659,0.02211,0.02221,0.02213,0.01887,0.10083,0.02086,0.02426,0.08852,0.02229
914.71642,0.02044,0.02054,0.02058,0.01764,0.0995,0.01957,0.02274,0.08748,0.02078
912.65625,0.01864,0.01925,0.019,0.01625,0.09822,0.01832,0.02125,0.08638,0.01947
910.59608,0.01685,0.01804,0.01778,0.01482,0.097,0.01712,0.0198,0.08543,0.01826
908.5359,0.01545,0.01668,0.01708,0.01373,0.09592,0.01599,0.01838,0.08458,0.01697
906.47573,0.01444,0.0154,0.01629,0.01317,0.09495,0.01503,0.01716,0.08376,0.01573
904.41556,0.01354,0.01447,0.01533,0.01285,0.09409,0.01416,0.01635,0.0831,0.01487
902.35539,0.01295,0.01429,0.01457,0.01249,0.09368,0.01352,0.01597,0.08271,0.01452
900.29522,0.01296,0.01496,0.01396,0.01217,0.09378,0.01344,0.01585,0.08263,0.01449
898.23504,0.01328,0.01542,0.01396,0.01201,0.09408,0.01378,0.01593,0.08285,0.01446
896.17487,0.01348,0.0151,0.01465,0.01195,0.09463,0.01409,0.01629,0.08324,0.01434
894.1147,0.01356,0.01458,0.01516,0.01205,0.09529,0.01414,0.01666,0.08371,0.01447
892.05453,0.01374,0.01435,0.01508,0.01239,0.09579,0.01409,0.01677,0.08398,0.01472
889.99435,0.01375,0.01441,0.01467,0.01263,0.09617,0.01395,0.01648,0.08389,0.01471
887.93418,0.01329,0.01442,0.01417,0.01246,0.09618,0.01356,0.0157,0.08368,0.01452
885.87401,0.01254,0.01398,0.01359,0.01188,0.09547,0.01291,0.01473,0.08323,0.014
883.81384,0.01166,0.01318,0.01295,0.01117,0.09425,0.01197,0.0139,0.08234,0.01312
881.75367,0.01083,0.01238,0.01209,0.01024,0.09314,0.01074,0.01302,0.0815,0.01211
879.69349,0.00981,0.01162,0.01097,0.00905,0.09239,0.00961,0.01181,0.08108,0.01098
877.63332,0.0084,0.01084,0.00991,0.00818,0.09183,0.00886,0.01064,0.08061,0.00973
875.57315,0.00699,0.00996,0.00898,0.00763,0.09118,0.0082,0.01008,0.07969,0.0085
873.51298,0.00619,0.00891,0.00834,0.00692,0.09027,0.00756,0.00988,0.07891,0.00761
871.45281,0.00596,0.00798,0.00815,0.00623,0.08951,0.00687,0.00939,0.0788,0.00718
869.39263,0.0057,0.00751,0.00821,0.00586,0.08932,0.00613,0.00869,0.079,0.00687
867.33246,0.00542,0.00763,0.00825,0.00572,0.08945,0.00584,0.00797,0.07916,0.00659
865.27229,0.00522,0.00779,0.00796,0.00559,0.08952,0.00598,0.00748,0.07929,0.00653
863.21212,0.00478,0.00746,0.00729,0.00535,0.08954,0.00616,0.00747,0.07955,0.00641
861.15194,0.00454,0.00696,0.00684,0.00522,0.08958,0.00632,0.0074,0.07977,0.00603
859.09177,0.00467,0.00651,0.00676,0.00549,0.08967,0.00629,0.00714,0.07945,0.00602
857.0316,0.00454,0.00643,0.00663,0.00564,0.08971,0.00602,0.00722,0.07896,0.00639
854.97143,0.00419,0.00688,0.00638,0.00522,0.08966,0.00593,0.00738,0.07887,0.00648
852.91126,0.0042,0.00709,0.00627,0.00496,0.08965,0.00601,0.00728,0.07896,0.00623
850.85108,0.00455,0.00676,0.00636,0.00502,0.08979,0.00595,0.00728,0.07912,0.0061
848.79091,0.00481,0.00635,0.0064,0.00485,0.09009,0.00583,0.00731,0.07922,0.00623
846.73074,0.0049,0.00617,0.00614,0.00455,0.09044,0.00583,0.00711,0.07905,0.00632
844.67057,0.005,0.00612,0.00576,0.00462,0.09059,0.00586,0.00678,0.07911,0.00587
842.6104,0.00492,0.00599,0.00555,0.00511,0.09041,0.00588,0.00667,0.07954,0.00501
840.55022,0.00462,0.0057,0.00571,0.00516,0.09001,0.00588,0.00676,0.07976,0.00447
838.49005,0.00438,0.00552,0.00617,0.00462,0.08962,0.00552,0.00673,0.07945,0.00446
836.42988,0.00425,0.00547,0.00635,0.00444,0.08948,0.005,0.00669,0.07917,0.00454
834.36971,0.00377,0.0053,0.00604,0.00475,0.08961,0.00479,0.0066,0.07948,0.00468
832.30954,0.00295,0.00524,0.00551,0.0049,0.08971,0.0046,0.00623,0.07983,0.00464
830.24936,0.00236,0.00509,0.00471,0.00451,0.08944,0.00425,0.0057,0.07953,0.00408
828.18919,0.00216,0.0044,0.00364,0.00377,0.08904,0.0037,0.00496,0.07877,0.00342
826.12902,0.00196,0.00352,0.00294,0.00302,0.089,0.00277,0.00402,0.07819,0.00317
824.06885,0.00155,0.0031,0.00301,0.00256,0.08902,0.00192,0.00334,0.07791,0.00309
822.00867,0.00116,0.00329,0.00319,0.00245,0.08879,0.00171,0.00315,0.07779,0.003
819.9485,0.00101,0.00346,0.00308,0.00234,0.08845,0.00187,0.00326,0.07784,0.0028
817.88833,0.00112,0.00319,0.0028,0.00198,0.08801,0.00197,0.00307,0.07788,0.0025
815.82816,0.00103,0.00276,0.00239,0.00155,0.08753,0.00185,0.00242,0.07777,0.00226
813.76799,0.00056,0.00243,0.00185,0.00139,0.08759,0.00173,0.00179,0.07751,0.002
811.70781,0.00043,0.00233,0.00137,0.00135,0.08839,0.00171,0.00152,0.07732,0.0018
809.64764,0.00072,0.00237,0.00123,0.0014,0.08922,0.00178,0.00173,0.07775,0.00168
807.58747,0.00065,0.0025,0.00154,0.00188,0.08957,0.00196,0.00201,0.07863,0.00174
805.5273,0.00042,0.00268,0.00229,0.00246,0.08958,0.00225,0.00197,0.07949,0.00204
803.46713,0.00068,0.00256,0.0027,0.00247,0.08963,0.00252,0.0017,0.07982,0.00242
801.40695,0.00091,0.00229,0.0023,0.00194,0.08979,0.00237,0.00146,0.07936,0.00262
799.34678,0.00082,0.00218,0.00167,0.00151,0.08965,0.00204,0.00145,0.07887,0.00256
797.28661,0.0005,0.00197,0.00097,0.00135,0.08918,0.00169,0.00138,0.07893,0.00229
795.22644,0.0,0.00157,0.00044,0.00113,0.08878,0.00082,0.00116,0.07884,0.00172
793.16627,-3e-05,0.00116,0.00054,0.00066,0.08863,0.0,0.00101,0.07837,0.00091
791.10609,0.0002,0.00089,0.00076,0.00015,0.08882,0.00012,0.00079,0.07818,0.0002
789.04592,-0.0001,0.0009,0.0006,0.0,0.08914,0.00063,0.00038,0.07813,0.0
786.98575,-0.00044,0.00114,0.00049,0.00017,0.08922,0.00076,0.0,0.07775,7e-05
784.92558,-0.00032,0.0014,0.00086,0.00024,0.08933,0.00066,6e-05,0.07773,-3e-05
782.8654,2e-05,0.00138,0.00134,0.00029,0.08985,0.00044,0.00093,0.07853,-8e-05
780.80523,0.00036,0.00138,0.00146,0.00066,0.09036,0.00021,0.00179,0.07948,0.0002
778.74506,0.00065,0.00155,0.00126,0.00082,0.09055,0.00011,0.00169,0.08004,0.00065
776.68489,0.00072,0.00142,0.00099,0.00053,0.09082,-0.00013,0.00102,0.08,0.0011
774.62472,0.00052,0.00121,0.00081,0.00035,0.09129,-0.0005,0.00062,0.07973,0.00128
772.56454,0.00038,0.00116,0.00056,0.00032,0.0917,-0.00043,0.00057,0.07966,0.00128
770.50437,0.00049,0.00114,0.00044,0.00053,0.09178,6e-05,0.00042,0.0797,0.00143
768.4442,0.00073,0.00082,0.00079,0.00099,0.09159,0.00044,-7e-05,0.08,0.00124
766.38403,0.00072,8e-05,0.00103,0.00099,0.09146,0.00079,-0.00036,0.08046,0.00043
764.32386,0.00038,-0.00032,0.00078,0.00034,0.09138,0.00081,-0.0,0.08079,-0.00016
762.26368,9e-05,-0.00013,0.00076,-0.00011,0.091,-3e-05,0.00042,0.08094,-6e-05
760.20351,-8e-05,0.00046,0.00116,7e-05,0.09089,-0.00082,0.00036,0.08074,0.00034
758.14334,-0.00012,0.00121,0.00155,0.00041,0.09185,-0.00069,0.00011,0.08066,0.00063
756.08317,-0.0001,0.0015,0.00185,0.00048,0.093,-0.00018,1e-05,0.08116,0.00044
754.02299,-3e-05,0.00137,0.00196,0.0005,0.09336,-2e-05,-3e-05,0.08188,-4e-05
751.96282,0.0,0.00139,0.00195,0.00087,0.09328,0.0,0.0,0.08205,0.0
749.90265,-0.0004,0.00163,0.00198,0.00113,0.09312,-0.0002,-0.00037,0.08174,0.00039
747.84248,-0.00072,0.00163,0.00149,0.00066,0.09291,-0.00065,-0.00097,0.08166,0.00061
745.78231,-0.00106,0.00108,0.00044,0.0,0.09281,-0.00114,-0.0013,0.08167,7e-05
743.72213,-0.00166,0.00034,0.0,-0.00029,0.09293,-0.0013,-0.00143,0.08182,-0.00087
741.66196,-0.00234,0.0,0.00013,-0.00024,0.09305,-0.00142,-0.00207,0.08236,-0.0017
739.60179,-0.00265,-0.00011,0.0002,-0.00038,0.09314,-0.00163,-0.00276,0.08249,-0.00202
737.54162,-0.00267,-0.00018,-0.00017,-0.00053,0.09369,-0.00152,-0.00273,0.08221,-0.00183
735.48145,-0.00262,-7e-05,-0.00028,-0.00092,0.09432,-0.00152,-0.00234,0.08275,-0.00141
733.42127,-0.00222,2e-05,0.00018,-0.00143,0.09461,-0.00207,-0.00209,0.08429,-0.00126
731.3611,-0.0014,0.00021,0.00055,-0.0013,0.09545,-0.0023,-0.00176,0.08548,-0.00157
729.30093,-0.00063,0.00123,0.00066,-0.00097,0.09681,-0.00167,-0.00151,0.08576,-0.00177
727.24076,-0.00043,0.00254,0.00102,-0.00079,0.09754,-0.00062,-0.00141,0.08598,-0.00187
725.18059,-0.00062,0.00347,0.00136,-7e-05,0.09766,0.00017,-0.00103,0.08646,-0.00209
723.12041,-0.00055,0.00477,0.00165,0.0003,0.09816,0.00023,-0.00089,0.08687,-0.00191
721.06024,0.00071,0.00444,0.00203,0.00064,0.09947,-2e-05,-0.00132,0.08674,-0.00163
719.00007,0.00087,0.00492,0.00216,0.00094,0.10032,0.00016,-0.00134,0.08753,-0.00092
716.9399,0.00082,0.00532,0.0019,0.00154,0.10064,0.00078,-0.00108,0.08858,-0.00061
714.87972,0.00092,0.00534,0.00164,0.002,0.10132,0.00124,-0.001,0.08955,-0.00049
712.81955,0.00074,0.00605,0.00192,0.00211,0.10216,0.0012,-0.00073,0.09063,-1e-05
710.75938,0.00088,0.0069,0.00281,0.00217,0.10268,0.00078,0.00015,0.09127,0.00051
708.69921,0.00161,0.00742,0.00368,0.00232,0.1034,0.00066,0.00121,0.09157,0.00099
706.63904,0.0022,0.00785,0.00407,0.00265,0.10453,0.0016,0.00174,0.09208,0.00145
704.57886,0.00219,0.0086,0.00408,0.00306,0.10575,0.00326,0.00188,0.0929,0.00161
702.51869,0.00214,0.00966,0.00396,0.00328,0.10687,0.00452,0.00228,0.09398,0.00181
700.45852,0.00258,0.01061,0.00391,0.00342,0.10775,0.00512,0.00289,0.09548,0.00279
698.39835,0.00302,0.01125,0.00416,0.00363,0.10841,0.00531,0.00276,0.09687,0.00408
696.33818,0.00262,0.01154,0.00478,0.00345,0.10887,0.0051,0.00187,0.09719,0.00426
694.278,0.00163,0.01136,0.00536,0.0025,0.10894,0.00465,0.00146,0.0968,0.00298
692.21783,0.00121,0.01098,0.00516,0.00128,0.10876,0.00405,0.00153,0.09664,0.00192
690.15766,0.00132,0.01102,0.00388,0.00061,0.10871,0.00348,0.00111,0.09683,0.00233
688.09749,0.00089,0.01163,0.00218,0.00072,0.10906,0.00343,0.00022,0.09723,0.00295
686.03731,-0.00012,0.01214,0.00111,0.00096,0.10965,0.00367,-0.00055,0.09778,0.00252
683.97714,-0.00073,0.01227,0.00088,0.00068,0.1101,0.00335,-0.00126,0.09848,0.00182
681.91697,-0.00077,0.0124,0.00065,-0.00018,0.1102,0.00223,-0.00164,0.09899,0.00149
679.8568,-0.00114,0.01232,9e-05,-0.00092,0.10997,0.00088,-0.0009,0.09892,0.00102
677.79663,-0.00183,0.01176,-0.00023,-0.00063,0.1097,0.0,0.00014,0.09863,0.00016
675.73645,-0.00171,0.01192,-0.00013,9e-05,0.10963,5e-05,0.00042,0.09863,-0.00062
673.67628,-0.00214,0.01584,-4e-05,-0.00064,0.10962,0.00122,0.0008,0.10015,9e-05
671.61611,-0.00437,0.02161,0.00017,-0.0021,0.10991,0.00229,0.00201,0.10313,0.00209
669.55594,0.00047,0.0109,0.00084,0.00065,0.11233,0.00186,0.0014,0.10006,-0.00045
667.49577,0.00686,0.0,0.0013,0.00281,0.11417,0.00059,-0.00023,0.09639,-0.00397
665.43559,-0.0033,0.01762,0.00121,-0.00221,0.11163,0.00065,0.00169,0.10401,0.0015
663.37542,-0.00168,0.01595,0.00069,-1e-05,0.11231,0.00146,0.0013,0.10267,0.00135
661.31525,0.00108,0.01172,-0.00051,0.00248,0.11323,0.0018,0.00094,0.10084,0.00047
659.25508,0.00106,0.01202,-0.00184,0.00252,0.11333,0.00188,0.0008,0.10195,0.00075
657.19491,0.00042,0.01208,-0.00208,0.00205,0.11339,0.00172,0.00066,0.10399,0.00085
655.13473,-0.00022,0.01023,-0.00097,0.00202,0.11331,0.00088,0.001,0.10558,0.00017
653.07456,-0.00135,0.00888,0.00046,0.002,0.11328,-4e-05,0.00154,0.10636,-0.00038
651.01439,-0.00171,0.00955,0.00151,0.00161,0.11402,-7e-05,0.00108,0.10618,-0.00026
648.95422,0.0,0.01086,0.00174,0.00086,0.11575,0.00074,0.0,0.10542,0.0
646.89404,0.00157,0.01173,0.00073,0.0,0.11786,0.00105,0.0001,0.1056,0.00011
644.83387,0.00227,0.01098,0.0,-0.00025,0.1199,0.0006,0.00134,0.10652,-0.00056
642.7737,0.00186,0.00981,0.00096,5e-05,0.12191,0.00083,0.00203,0.1075,-0.00156
640.71353,0.00114,0.00867,0.00252,0.00081,0.12386,0.00156,0.00156,0.10846,-0.00131
638.65336,0.00081,0.00772,0.00288,0.00196,0.12469,0.00131,0.00063,0.10925,-0.00023
636.59318,0.00098,0.00674,0.00219,0.00315,0.12369,0.00014,3e-05,0.10871,-0.00037
634.53301,0.0015,0.0057,0.00174,0.00399,0.12201,-0.00039,-0.00012,0.10705,-0.00148
632.47284,0.00135,0.00582,0.0026,0.00408,0.12203,0.00077,-0.00034,0.10611,-0.00203
630.41267,1e-05,0.00675,0.00478,0.00378,0.12481,0.00265,-0.00074,0.10623,-0.0019
628.3525,-0.00113,0.00644,0.00652,0.00425,0.12814,0.00346,-0.00134,0.10641,-0.00169
626.29232,-0.00127,0.00498,0.00573,0.00513,0.12914,0.00272,-0.00292,0.10645,-0.00185
624.23215,-0.00114,0.0042,0.00373,0.00429,0.12875,0.00135,-0.00508,0.10744,-0.00312
622.17198,-0.00055,0.00442,0.00206,0.00263,0.12734,-7e-05,-0.00464,0.11029,-0.00427
620.11181,0.00083,0.00676,-0.0007,0.00141,0.12564,-7e-05,-0.00164,0.11329,-0.00344
618.05164,0.00206,0.00997,-0.0035,0.00062,0.12649,0.00148,0.00085,0.11484,-0.00204
615.99146,0.00281,0.00989,-0.00238,0.00109,0.12763,0.00301,0.00203,0.11411,-0.00171
613.93129,0.00317,0.00738,0.00257,0.00318,0.12755,0.00269,0.00149,0.1113,-0.00172
611.87112,0.00278,0.00491,0.00722,0.00614,0.12987,0.00089,-0.00083,0.11033,-0.00142
609.81095,0.00206,0.00277,0.00863,0.00751,0.1328,0.00052,-0.00287,0.11214,-0.00099
607.75077,0.00067,0.0016,0.0059,0.00615,0.13282,0.00134,-0.00425,0.11404,-0.00183
605.6906,-0.00037,0.00138,0.00085,0.00417,0.1317,0.00112,-0.00485,0.11512,-0.00424
603.63043,0.00047,0.00199,-0.00221,0.00176,0.13215,0.0008,-0.00344,0.11566,-0.00571
601.57026,0.00137,0.00183,-0.00189,-0.00049,0.13347,0.00092,-0.00101,0.11694,-0.00397
599.51009,0.0,0.0,0.0,0.0,0.13312,0.0,0.0,0.1188,0.0
