3996.73391,0.00000
3994.67373,0.00028
3992.61356,0.00059
3990.55339,0.00089
3988.49322,0.00110
3986.43305,0.00117
3984.37287,0.00112
3982.31270,0.00096
3980.25253,0.00077
3978.19236,0.00064
3976.13219,0.00061
3974.07201,0.00061
3972.01184,0.00058
3969.95167,0.00056
3967.89150,0.00057
3965.83133,0.00059
3963.77115,0.00059
3961.71098,0.00057
3959.65081,0.00058
3957.59064,0.00065
3955.53046,0.00078
3953.47029,0.00089
3951.41012,0.00095
3949.34995,0.00097
3947.28978,0.00095
3945.22960,0.00090
3943.16943,0.00090
3941.10926,0.00101
3939.04909,0.00117
3936.98892,0.00124
3934.92874,0.00120
3932.86857,0.00113
3930.80840,0.00111
3928.74823,0.00109
3926.68805,0.00102
3924.62788,0.00089
3922.56771,0.00074
3920.50754,0.00066
3918.44737,0.00072
3916.38719,0.00092
3914.32702,0.00112
3912.26685,0.00119
3910.20668,0.00112
3908.14651,0.00097
3906.08633,0.00078
3904.02616,0.00065
3901.96599,0.00062
3899.90582,0.00069
3897.84565,0.00082
3895.78547,0.00088
3893.72530,0.00080
3891.66513,0.00073
3889.60496,0.00078
3887.54478,0.00089
3885.48461,0.00090
3883.42444,0.00079
3881.36427,0.00062
3879.30410,0.00054
3877.24392,0.00058
3875.18375,0.00066
3873.12358,0.00072
3871.06341,0.00072
3869.00324,0.00069
3866.94306,0.00064
3864.88289,0.00062
3862.82272,0.00065
3860.76255,0.00064
3858.70237,0.00049
3856.64220,0.00026
3854.58203,0.00015
3852.52186,0.00036
3850.46169,0.00075
3848.40151,0.00100
3846.34134,0.00104
3844.28117,0.00103
3842.22100,0.00106
3840.16083,0.00107
3838.10065,0.00105
3836.04048,0.00103
3833.98031,0.00096
3831.92014,0.00085
3829.85997,0.00079
3827.79979,0.00081
3825.73962,0.00086
3823.67945,0.00093
3821.61928,0.00106
3819.55910,0.00125
3817.49893,0.00133
3815.43876,0.00132
3813.37859,0.00126
3811.31842,0.00112
3809.25824,0.00091
3807.19807,0.00075
3805.13790,0.00075
3803.07773,0.00084
3801.01756,0.00098
3798.95738,0.00105
3796.89721,0.00096
3794.83704,0.00082
3792.77687,0.00071
3790.71670,0.00069
3788.65652,0.00077
3786.59635,0.00086
3784.53618,0.00088
3782.47601,0.00081
3780.41583,0.00076
3778.35566,0.00079
3776.29549,0.00079
3774.23532,0.00066
3772.17515,0.00050
3770.11497,0.00047
3768.05480,0.00058
3765.99463,0.00072
3763.93446,0.00078
3761.87429,0.00075
3759.81411,0.00069
3757.75394,0.00062
3755.69377,0.00054
3753.63360,0.00052
3751.57342,0.00072
3749.51325,0.00115
3747.45308,0.00166
3745.39291,0.00207
3743.33274,0.00222
3741.27256,0.00204
3739.21239,0.00167
3737.15222,0.00134
