Platycladus orientalis,Thujopsis dolabrata,Chamaecyparis lawsoniana,Chamaecyparis obtusa,Chamaecyparis pisifera,Juniperus chinensis,Juniperus virginiana,Juniperus sabina,Juniperus phoenicea,Juniperus communis,Juniperus oxycedrus,Juniperus excelsa,Calocedrus decurrens,Cupressus sempervirens,Cupressus sargentii,Cupressus x leylandii,Cunninghamia lancelota,Cryptomeria japonica,Thuja occidentalis,Thuja standishii,Taxodium distichum,Metasequoia glyptostroboides,Taxus baccata,Taxus cuspidata,Cephalotaxus harringtonia,Torreya californica,Abies koreana,Abies pinsapo,Abies cephalonica,Picea abies,Picea asperata,Picea omorika,Picea chihuahuana,Picea orientalis,Picea smithiana,Picea pungens,Tsuga canadensis,Pinus pinea,Pinus mugo,Pinus sylvestris,Pinus tabuliformis,Pinus banksiana,Pinus pinaster,Pinus densiflora,Pinus nigra,Pinus ponderosa,Pinus resinosa,Pinus wallichiana,Pinus bungeana,Pinus strobus,Pinus peuce,Pinus heldreichii,Podocarpus neriifolius,Abies nordmanniana,Pinus armandii,Thuja koraiensis,Cedrus atlantica
0.0849179527442865,0.09413509911547797,0.08119613269448824,0.08707342009233687,0.08080924562754398,0.07488448451378957,0.07901680848896667,0.12419999999999999,0.09174951516176177,0.00159492139092543,0.0708126108353926,0.11449994904456699,0.12358000000000001,0.07632753295786034,0.11304671788788401,0.11480568843436201,0.06909733419002971,0.06959982775282116,0.09937270350024897,0.0950437987741732,0.057282920667091,0.11552338577058167,0.0718819962910609,0.07370934412878882,0.06875837932201553,0.0717369997514027,0.09927633333333337,0.06800055139179813,0.08465829917632843,0.05238211248978483,0.10163393094706609,0.0556008846151658,0.07207078525013663,0.0659817433442819,0.0610033232960659,0.08027871833815257,0.09564985694053009,0.07424192372665946,0.04694831524232387,0.04374001202734901,0.09583040715966294,0.0945535290987604,0.09967923295789911,0.0728155679591312,0.04026590254510213,0.05964056927386293,0.0966076531649036,0.07035762130740802,0.08811685546990307,0.0715183333333335,0.11379395323064634,0.10545508363807858,0.09630733333333337,0.09465033265122837,0.09583040715966294,0.059907971310280105,0.107758
0.08606754926599147,0.09467465336506976,0.07990246649254344,0.08729847930173507,0.08016048333041306,0.07407620323428343,0.08031012880997868,0.12383,0.09043917740186459,0.0016615906020359293,0.06988439572973806,0.11439232532020334,0.12175000000000001,0.07569319444743804,0.112082582264827,0.11452260815224168,0.06939117276873076,0.07060607322135383,0.09909196748139866,0.09505310608374357,0.0579693035810347,0.11624829766331034,0.07130520150615298,0.0739266963157723,0.06832006163745176,0.07208393747456442,0.099644,0.0681001996647564,0.08659142057227383,0.05356916419978917,0.10270095965758984,0.05578327901970417,0.07304273422114423,0.0671106365236181,0.06234877886382689,0.08331090279780685,0.09747414123118599,0.0754907760371663,0.0464569701966643,0.0424775718315292,0.09730162978478803,0.0953958744690036,0.1004559500329197,0.07322365700060353,0.040463879471142,0.060066548653022,0.09674980043375014,0.07004226113504468,0.08830841612155081,0.07250799999999986,0.11523125075302232,0.10582942638106563,0.09752300000000007,0.09539549257265534,0.09730162978478803,0.0590173069632658,0.109168
0.08547874446893045,0.09528265561867104,0.07986398182985253,0.08621499483436683,0.08019521052200947,0.0746701349961665,0.0812887527189341,0.12441666666666666,0.091087616549335,0.0024063180061041733,0.07005189967491006,0.11440044599365667,0.12152666666666667,0.07507615056468098,0.11046337653789899,0.11460259105501698,0.06854344930461546,0.06989218514109703,0.09790441743282284,0.09578480917285019,0.05865722172159787,0.11653505228582167,0.07060890965334764,0.07378497006980476,0.06959203050209341,0.07274958830785799,0.1007196666666667,0.07013449789442984,0.08928278258839277,0.054280496011092395,0.1042800101399644,0.05412934789658602,0.07466392988942518,0.06779286151222162,0.0634269340734369,0.08471478036726725,0.1001627794327094,0.07510248586789413,0.0472858775861639,0.042733229169043006,0.09950779845175067,0.09517310784657444,0.10046725721395026,0.07414952125057103,0.0409999712107086,0.060977671589972804,0.09744125645620506,0.0701179930510989,0.08876691635276807,0.0742520000000002,0.11656812528620068,0.10557383145483407,0.09997466666666661,0.09636353621746176,0.09950779845175067,0.0577285050801552,0.111754
0.08299528555835595,0.0945492553950223,0.07954535838214603,0.08511423077310774,0.08071326691666413,0.07515208228861336,0.08194182442046245,0.12419666666666666,0.09106073879994081,0.0026871903667971733,0.06896812941464567,0.11352890552989732,0.1214,0.07442242672715048,0.10846395293791,0.11359103156283401,0.06824590333883195,0.06825569172264824,0.0966489594607201,0.096307384758979,0.058832640644254135,0.11564875651855733,0.07117832548831621,0.07269001497322357,0.07030037081456893,0.07456331709362397,0.10228666666666668,0.0725253869640584,0.09142261189866763,0.055854139099275564,0.10618114237383747,0.05225340727976937,0.076887413534705,0.06894647760884273,0.06450570077933243,0.08437915673081607,0.10178075874668287,0.07408901541721873,0.04924051845877617,0.04523985623640064,0.10145858698690834,0.09642671932899306,0.10079294467043703,0.07531407152317904,0.04329561228014147,0.06218472941287536,0.09894984520526114,0.07095807016229984,0.09070196559984717,0.07499599999999994,0.118371687223157,0.106079614632988,0.102374,0.09792042211226963,0.10145858698690834,0.057924965306818475,0.114667
0.08114355598206709,0.09320863133653705,0.07892516582232377,0.0848753746939095,0.0796421075427527,0.07515350236491856,0.0808883929203872,0.12369000000000001,0.09012913567886677,0.0027405951672383466,0.06781851393883169,0.113691434740885,0.12093333333333334,0.07450629385382303,0.10774287096680667,0.11198838351968667,0.06863957227551128,0.06847644430041745,0.0954393590181583,0.09624436967739353,0.0591134542864799,0.116042863383652,0.07044449310776583,0.071001556108863,0.06866212345981447,0.07430217073644974,0.10396333333333334,0.07365190801357187,0.09269234828895943,0.057709058493217336,0.10723101552017945,0.05373999418953143,0.0784648026614092,0.07003331326781059,0.06514285218485803,0.08503736105207971,0.1018851797078318,0.07318708744076434,0.0504749764883775,0.046751168507927536,0.10181239455344539,0.09765502334325347,0.10039089038552747,0.07633768689447387,0.04469717599003493,0.06370316832746441,0.1002282884859826,0.07250371295104828,0.0929386351273227,0.07643499999999996,0.11888295343551299,0.10694016003274943,0.1047873333333334,0.09867735269280507,0.10181239455344539,0.05753050344187916,0.117163
0.08092051693813129,0.092139743875269,0.07933886688645807,0.08417801468385837,0.0785701460063765,0.07464369731656377,0.07944824842995073,0.12386666666666667,0.08932300535423572,0.0035583379777297565,0.0676910130966883,0.11322653288431533,0.12125333333333334,0.07409408093564479,0.108881146053581,0.110235964947459,0.06896756774834184,0.06910376523502236,0.0931847566430606,0.0957411359757148,0.05936092446586247,0.11606236027980765,0.06852534530452227,0.0703442726698557,0.06718080957558932,0.07295622949272636,0.10626000000000001,0.0744221675290733,0.09318878861659304,0.05941622830258594,0.10695934766179993,0.056616600763478096,0.0792967706333368,0.0715235452823666,0.06676007563491354,0.08615122844131777,0.10301793178261424,0.0744541589429252,0.050982051384512096,0.046990514189818235,0.1009552711786887,0.09864635043756814,0.1010113425281362,0.07737827812995524,0.044780536252326836,0.06511670891482227,0.10128786530551996,0.07352408166946874,0.09381927851236103,0.07920566666666669,0.11972069926233235,0.1096383077112517,0.10822966666666657,0.09930864462784421,0.1009552711786887,0.057540744674769266,0.119767
0.0799948394284707,0.09073785584355006,0.08073814646795778,0.08378870144399087,0.07874178610075616,0.07390572333349331,0.0791949780902501,0.12490333333333332,0.08888639033848861,0.005035678303264716,0.06798526536627959,0.11133032592712033,0.12199333333333333,0.07290093823019198,0.10982398562883233,0.10910981046511196,0.06895495719248457,0.06818767656297736,0.09233808842123249,0.09478694997214167,0.05876635698770061,0.11452909141807599,0.06609968298814714,0.06917158714071053,0.06695697249416634,0.07261325950575791,0.10902333333333332,0.0758769142526358,0.0955212453961602,0.062118990654908,0.10738040873570724,0.057695136383805495,0.08156529836912217,0.07405485241531627,0.06774634464056138,0.08605805470817694,0.10408972067075604,0.07701526915730968,0.0509397094892742,0.04727081342829093,0.09987915850116173,0.1003092375526559,0.10313661008801027,0.07912536833011646,0.04496309647534077,0.06669986323946407,0.10355970774318428,0.07475347431087516,0.09554096911262784,0.08110466666666673,0.12165444219108168,0.11210218253793623,0.11156333333333333,0.10126813094233222,0.09987915850116173,0.058758968945271633,0.12296800000000001
0.07835722987359907,0.08936694882522657,0.08065537123892387,0.08415036567860847,0.07848470864291072,0.07445620553427813,0.07783262909944266,0.12574,0.09040127712819317,0.005634586899028033,0.06954094427001258,0.10990165811116233,0.12257333333333333,0.07375183216544194,0.10808666259163267,0.10784839056150404,0.06966378181544457,0.0668342849617254,0.09321712500063846,0.09330991076691474,0.05744091471932259,0.113490260283164,0.0644962677570104,0.06788051950978118,0.06723398846154739,0.0725489849465742,0.1109,0.07786076754061746,0.09833996020255986,0.06493141201358128,0.10817674648871878,0.05831453095009229,0.08361725022093613,0.07538188530652519,0.06814376089239256,0.08533590673284985,0.10580270290933584,0.0782053882210181,0.051842698923040366,0.04902500278582713,0.09903391458584136,0.10200382839283396,0.10496074776692899,0.08128480106125763,0.045884474259028696,0.06896482334369017,0.1064153927044223,0.0764953669166526,0.09882983281745704,0.08232933333333324,0.12394528501064968,0.11317528659407233,0.11432666666666667,0.1041236459739114,0.09903391458584136,0.05964385388890473,0.124632
0.07935951472547903,0.09027728090186297,0.07945563857961577,0.08399555965845718,0.07764695843436649,0.075945439884391,0.07572453246293308,0.12469333333333332,0.09252575427122733,0.004016389919351787,0.0708236609388775,0.10937593467597068,0.12252,0.07526386779661637,0.10631542193435466,0.10621785439442456,0.07045710293414813,0.06678224306712793,0.09398861607451124,0.09247181385948038,0.05725789497906623,0.11272042171888101,0.06461807563775819,0.06851763684347954,0.0668535126231502,0.0731919709682733,0.11211,0.07982069767948226,0.09938980515409619,0.06811300353601181,0.10988240833829423,0.05926904698527923,0.08457738267844546,0.07606161204312196,0.06960157774560922,0.08668856605062293,0.1087147326582939,0.07922336700065494,0.05378087491105734,0.050502504223557364,0.09950425404114083,0.10417272968405052,0.10633784733127817,0.082702317958744,0.04696206018263447,0.07173527110861787,0.10749887657003893,0.07884510553011287,0.10119963889645679,0.08402533333333334,0.12665769024766535,0.11478526308183234,0.11770666666666667,0.10588334562320596,0.09950425404114083,0.059520146692579136,0.12387399999999998
0.0824030170317193,0.09296529462921,0.07863218311595446,0.08384269705689307,0.07851018963943672,0.07628005679294893,0.0765683074388083,0.12280666666666668,0.092602591561021,0.0016743306896592383,0.07064674868769287,0.11049257574639267,0.12174,0.07552847063546324,0.10586652795071867,0.10687775848044513,0.07066894087173767,0.0689482502085176,0.09570811580323106,0.09299322585109587,0.0582026395738097,0.11351662805871833,0.06553884887306548,0.06958245801592916,0.06635826296149516,0.072716149408178,0.11349,0.08225063971777476,0.09962635675305076,0.0701919983879081,0.11282752394649666,0.060580303212165766,0.08520447552234667,0.07710457365254243,0.0718566485498721,0.0899654172797596,0.11067152678816437,0.08041951918887037,0.05478568155367677,0.05051286645785024,0.10220472633925289,0.10505628100149156,0.10767054118136273,0.08320312753910453,0.0481422675416327,0.07380161232848216,0.10766534291176294,0.0813213499586468,0.1036065257616599,0.08602966666666668,0.128285018106565,0.11514739803637801,0.12057999999999998,0.10680075317678363,0.10220472633925289,0.05824863075873534,0.12198300000000001
