protein_extract_scan72_sample1,protein_extract_scan72_sample2,protein_extract_scan72_sample3,protein_extract_scan72_sample4,protein_extract_scan72_sample5,protein_extract_scan72_sample6,protein_extract_scan72_sample7,protein_extract_scan72_sample8,protein_extract_scan72_sample9,protein_extract_scan72_sample10,protein_extract_scan72_sample11,protein_extract_scan72_sample12,protein_extract_scan72_sample13,protein_extract_scan72_sample14,protein_extract_scan72_sample15,protein_extract_scan72_sample16,protein_extract_scan72_sample17,protein_extract_scan72_sample18,protein_extract_scan72_sample19,protein_extract_scan72_sample20,protein_extract_scan72_sample21,protein_extract_scan72_sample22,protein_extract_scan72_sample23,protein_extract_scan72_sample24,protein_extract_scan72_sample25,protein_extract_scan72_sample26,protein_extract_scan72_sample27,protein_extract_scan72_sample28,protein_extract_scan72_sample29,protein_extract_scan72_sample30
0.000385,0.00052,0.000315,0.000505,0.0002625,0.0003375,3.2500000000000004e-05,0.0002525,0.00023249999999999999,0.000205,5e-06,0.00023,0.000495,0.00023,0.000345,0.0003675,0.0001525,0.00011,1e-05,5.5e-05,6.000000000000001e-05,8.499999999999999e-05,7.75e-05,0.00019,0.00035999999999999997,0.00040249999999999997,0.0004575,0.0004625,0.00023,9e-05
0.00041000000000000005,0.00047500000000000005,0.0002975,0.00053,0.0004325,0.00046999999999999993,6.776263578034403e-21,0.000115,8.999999999999999e-05,0.00026000000000000003,0.0001225,0.0003075,0.00031999999999999997,0.0001875,0.00020500000000000002,0.000315,0.0002125,0.0001175,7.25e-05,5.7499999999999995e-05,0.0001025,0.00030999999999999995,0.00018999999999999998,0.00036250000000000003,0.0002975,0.0003375,0.0004275,0.00048,0.0001675,0.000265
0.00042750000000000004,0.0003975,0.000245,0.0005825,0.0006075,0.00055,9e-05,0.0001225,0.00014,0.00036,0.00032,0.00043,0.0001275,0.0001375,5.4999999999999995e-05,0.00023999999999999998,0.0002225,7.25e-05,0.0001525,0.0001575,0.0002225,0.000465,0.00026,0.000415,0.00021750000000000003,0.0003175,0.000375,0.0004625,0.00011750000000000001,0.00041999999999999996
0.00047749999999999995,0.00048499999999999997,0.0002825,0.000655,0.0007175,0.0005824999999999999,0.000155,0.0001525,0.0002475,0.00034,0.0003775,0.0003725,6.75e-05,0.00010000000000000002,2e-05,0.000275,0.000285,0.00014,0.00016999999999999999,0.00020000000000000004,0.0003375,0.000455,0.00026000000000000003,0.0003375,0.00023,0.00036500000000000004,0.000365,0.00047000000000000004,0.0001275,0.000525
0.0005025,0.0006275,0.0004025,0.0007650000000000001,0.0007424999999999999,0.00061,0.0001125,0.0001725,0.0002475,0.00017250000000000002,0.00020250000000000002,0.00015999999999999999,0.0001475,8.750000000000001e-05,8.5e-05,0.00035999999999999997,0.0003975,0.00024,0.0001825,0.0001925,0.00041999999999999996,0.000345,0.00020749999999999998,0.000255,0.0002925,0.00034,0.0003225,0.00040249999999999997,0.00017999999999999998,0.0006200000000000001
0.00043999999999999996,0.0006000000000000001,0.00047,0.0008525,0.0007449999999999999,0.00067,9.499999999999998e-05,0.00022,0.00018,2.75e-05,6.75e-05,8.25e-05,0.0002925,0.0001675,0.00022500000000000002,0.00046499999999999997,0.00058,0.0003275,0.0002125,0.00027,0.0004525,0.0002825,0.000145,0.00024,0.00028000000000000003,0.00015250000000000002,0.000175,0.0002175,0.0001525,0.0006075
0.00033,0.00043499999999999995,0.000365,0.0008100000000000001,0.0006775,0.00063,0.000175,0.000285,0.000165,8.5e-05,0.00016,0.00024500000000000005,0.0004125,0.00031,0.000375,0.00065,0.0008500000000000001,0.0005124999999999999,0.000205,0.0003725,0.0004,0.0002525,0.000165,0.0002725,0.0002025,0.0,3.5000000000000004e-05,7.25e-05,9.25e-05,0.0004625
0.00031999999999999997,0.0003875,0.00026,0.0005375,0.00041999999999999996,0.0003325,0.0003325,0.00043000000000000004,0.0003525,0.00021999999999999998,0.00033,0.0004575,0.00044249999999999997,0.00034750000000000004,0.0003975,0.0007250000000000001,0.0009725000000000001,0.00066,0.00025,0.00043499999999999995,0.00034500000000000004,0.000205,0.00026250000000000004,0.00033,0.0001925,6.75e-05,7.75e-05,9.999999999999999e-05,0.0001825,0.000395
0.00042,0.0004975,0.00038,0.00021750000000000003,0.00011750000000000001,4e-05,0.00052,0.00066,0.0006399999999999999,0.0002725,0.0003675,0.0005375,0.000375,0.00026,0.00027499999999999996,0.0005300000000000001,0.0007425,0.0005175,0.00036,0.0004625,0.0003325,0.0001775,0.0003625,0.00038,0.00024249999999999999,0.00019500000000000002,0.0002325,0.00020749999999999998,0.00039,0.000455
0.0004425,0.0005250000000000001,0.0005,7.25e-05,2.5e-05,2e-05,0.0005924999999999999,0.00071,0.0007175,0.0002575,0.0003625,0.0005275,0.0003075,0.00021250000000000002,0.00021,0.00023750000000000003,0.00043250000000000005,0.00029,0.000415,0.0004974999999999999,0.00032,0.00019749999999999998,0.000365,0.0003675,0.0002175,0.0001925,0.0003225,0.00024250000000000004,0.0005625000000000001,0.0005025
0.0004125,0.000425,0.00042500000000000003,4.2499999999999996e-05,8.750000000000001e-05,0.00011750000000000001,0.0005125,0.00061,0.0006150000000000001,0.00026,0.00039749999999999996,0.0005175,0.000315,0.00026750000000000005,0.0002825,0.00013000000000000002,0.0003125,0.0002625,0.0004175,0.0005625,0.0003475,0.00027,0.00032250000000000003,0.0003475,0.0001775,0.00017500000000000003,0.0003475,0.00026,0.0006625,0.000505
0.0004025,0.00031499999999999996,0.0002875,9.75e-05,0.0001475,0.00018250000000000002,0.0003725,0.000575,0.00048249999999999996,0.00030999999999999995,0.00042500000000000003,0.0005075,0.0003175,0.0003325,0.000325,0.00017250000000000002,0.0003175,0.00032250000000000003,0.000445,0.0006475,0.00043,0.00038500000000000003,0.0003775,0.00042750000000000004,0.000235,0.0002975,0.0003875,0.00032,0.0006399999999999999,0.00046
0.0002625,0.0001575,0.000165,0.00029749999999999997,0.0002525,0.0003075,0.00029,0.0005425,0.000405,0.00039499999999999995,0.00047250000000000005,0.0005375,0.00035249999999999995,0.00038250000000000003,0.0003,0.000255,0.0003675,0.000325,0.0005075,0.0007375,0.0005275,0.0003825,0.00042500000000000003,0.000445,0.00032,0.00043999999999999996,0.00042500000000000003,0.0003775,0.00046,0.0003525
3.9999999999999996e-05,2.25e-05,0.00010750000000000001,0.0005625,0.000415,0.00053,0.0002725,0.000465,0.0004225,0.00049,0.0005825,0.00063,0.00041,0.0004125,0.0003175,0.0004175,0.00053,0.000335,0.0005625,0.0007825,0.0005425,0.0001975,0.00030500000000000004,0.00027250000000000006,0.00038750000000000004,0.00051,0.00044249999999999997,0.000415,0.00024249999999999999,0.0002325
