protein_extract_scan32_sample1,protein_extract_scan32_sample2,protein_extract_scan32_sample3,protein_extract_scan32_sample4,protein_extract_scan32_sample5,protein_extract_scan32_sample6,protein_extract_scan32_sample7,protein_extract_scan32_sample8,protein_extract_scan32_sample9,protein_extract_scan32_sample10,protein_extract_scan32_sample11,protein_extract_scan32_sample12,protein_extract_scan32_sample13,protein_extract_scan32_sample14,protein_extract_scan32_sample15,protein_extract_scan32_sample16,protein_extract_scan32_sample17,protein_extract_scan32_sample18,protein_extract_scan32_sample19,protein_extract_scan32_sample20,protein_extract_scan32_sample21,protein_extract_scan32_sample22,protein_extract_scan32_sample23,protein_extract_scan32_sample24,protein_extract_scan32_sample25,protein_extract_scan32_sample26,protein_extract_scan32_sample27,protein_extract_scan32_sample28,protein_extract_scan32_sample29,protein_extract_scan32_sample30
8.5e-05,-0.0004425,0.0002675,0.000185,0.00016749999999999998,0.0003025,0.00043000000000000004,0.0006199999999999999,0.00021500000000000002,0.000115,0.0004775,0.000405,0.00031499999999999996,0.00058,0.000675,0.000125,0.000255,0.0001425,0.00047250000000000005,0.0003075,0.0007174999999999999,0.0005600000000000001,0.0004375,0.0004975,9.750000000000001e-05,0.00045749999999999995,0.00019250000000000002,0.000285,0.00021250000000000002,0.0005675000000000001
0.00011,-0.0005099999999999999,0.000165,0.00034250000000000003,0.00035,0.000525,0.000475,0.0005574999999999999,0.0002525,3.7500000000000003e-05,0.00021750000000000003,0.00021999999999999998,0.00032,0.0007175,0.0007475,0.00014,0.0001675,0.00011000000000000002,0.00035999999999999997,0.00023,0.000585,0.0006775,0.0005125,0.000515,-2.0000000000000005e-05,0.000235,8.25e-05,0.00036,0.00031,0.0005375
0.0001,-0.00058,6e-05,0.0004775,0.0005025,0.0007125,0.0004475,0.00044500000000000003,0.00021500000000000002,0.0,3.2500000000000004e-05,7.75e-05,0.000325,0.0007925,0.0007775,0.000145,7.75e-05,6e-05,0.00025499999999999996,0.00021999999999999998,0.00047999999999999996,0.000745,0.000535,0.000465,-8.5e-05,8.499999999999999e-05,2.75e-05,0.0004475,0.00041,0.000525
6.500000000000001e-05,-0.0006275,-2.5e-06,0.00056,0.0006075,0.00082,0.0003375,0.000295,9e-05,3.5e-05,1.25e-05,3.7500000000000003e-05,0.00032250000000000003,0.0007825,0.00075,0.00015999999999999999,-7.499999999999999e-06,1.4999999999999999e-05,0.00021,0.0003325,0.000435,0.0007325000000000001,0.0004649999999999999,0.00036,-5.25e-05,6.75e-05,6.25e-05,0.0005175000000000001,0.00048249999999999996,0.0005175000000000001
6.25e-05,-0.0006,2.5e-05,0.0005575,0.000625,0.0008150000000000001,0.000185,0.00015500000000000003,-6.499999999999997e-05,0.0001325,0.00016,0.000135,0.00026250000000000004,0.0006825,0.0006425000000000001,0.0002475,-2.250000000000001e-05,2.9999999999999997e-05,0.00026,0.0005325,0.00048249999999999996,0.0007099999999999999,0.00038750000000000004,0.0003125,9.999999999999999e-05,0.00019,0.0002025,0.00048249999999999996,0.00046,0.0004475
0.00016749999999999998,-0.0004675,0.00015,0.000455,0.00054,0.00071,3.9999999999999996e-05,2.750000000000001e-05,-0.00020499999999999997,0.00026,0.0004075,0.00034,0.00012250000000000002,0.0005250000000000001,0.00047000000000000004,0.00042500000000000003,7.75e-05,0.000135,0.00037,0.0006975,0.0006025,0.0007525,0.0003875,0.00040249999999999997,0.00029,0.00038,0.00039,0.0003225,0.0003225,0.000295
0.000385,-0.0002525,0.0003275,0.00031,0.0004075,0.0005825,-5.749999999999999e-05,-5.75e-05,-0.00027249999999999996,0.000405,0.0006775,0.0005874999999999999,-3.7500000000000003e-05,0.00036,0.00028000000000000003,0.0006575000000000001,0.00029000000000000006,0.0003225,0.000455,0.0007275,0.0007250000000000001,0.00082,0.00048000000000000007,0.000585,0.00043,0.0005675000000000001,0.0005449999999999999,0.000135,0.00015250000000000002,0.00012
0.0006475000000000001,-1.4999999999999985e-05,0.000525,0.000195,0.000285,0.0005225,-7.75e-05,-4.9999999999999996e-05,-0.00023000000000000003,0.0005525,0.0009,0.0007999999999999999,-0.00013000000000000002,0.0002325,0.00014,0.0008475000000000002,0.000505,0.00051,0.0004675,0.000625,0.00077,0.000835,0.0005974999999999999,0.000725,0.0004925,0.0007325000000000001,0.000625,4.9999999999999996e-05,5.75e-05,3.5000000000000004e-05
0.0008649999999999999,0.00020999999999999998,0.0007025,0.0001675,0.00023249999999999999,0.0005549999999999999,-2.2500000000000005e-05,6.000000000000001e-05,-0.00010250000000000002,0.00066,0.0010175,0.00092,-0.00011749999999999998,0.00017500000000000003,0.000115,0.0008849999999999999,0.0005999999999999998,0.0006000000000000001,0.00039,0.000465,0.0006850000000000001,0.00079,0.00068,0.00073,0.00051,0.0008525,0.0006425000000000001,0.00011750000000000001,0.0001025,9.75e-05
0.0009875,0.00039500000000000006,0.0008475,0.000225,0.00025,0.000645,4.2499999999999996e-05,0.00019,4.2500000000000017e-05,0.0007174999999999999,0.0010325,0.000925,-4.250000000000001e-05,0.0001675,0.00019999999999999998,0.0007375,0.0005124999999999999,0.000525,0.000245,0.00029499999999999996,0.0004925,0.0006875,0.0006925,0.0005974999999999999,0.00047749999999999995,0.00089,0.000625,0.00031999999999999997,0.00025,0.0003075
