protein_extract_scan16_mdi,protein_extract_scan24_mdi,protein_extract_scan32_mdi,protein_extract_scan48_mdi,protein_extract_scan64_mdi,protein_extract_scan72_mdi
0.9368038011808998,0.9042967185884317,0.8998977837181803,0.7346416268789504,0.8187716256585235,0.6989226658030246
0.9535670940995449,0.7153573536178209,0.6627583738893504,0.7076153346290406,0.8487648201049323,0.6395654138400187
0.94681739160241,0.9049941179095653,0.7746998301714595,0.8688434193725415,0.8469737449841368,0.7576581685407131
0.0,0.787852308554301,0.8337964439135532,0.9612872454824688,0.9548705807119809,0.6236759386300773
0.599527600612392,0.4988863773976228,0.8410795386880611,0.7458880774562678,0.8629595558630352,0.7762098770065244
0.5832004777776431,0.8918714858535892,0.7538945762723043,0.7965015376768625,0.9104205347457095,0.731991509458757
0.5196809930020769,0.8953617330491481,0.6739268103052914,0.9280611914712692,0.7081546370701219,0.920947422887905
0.8382692558305775,0.8532343814319381,0.5591053312336549,0.7768183283633859,0.7739028445913526,0.7841170850717823
0.8654450752230765,0.5131874961029933,0.8233144730158501,0.8478516998074417,0.7969161356630968,0.7931218105431737
0.862579532334659,0.8847804714006026,0.8796915249138384,0.6450934854925018,0.6571525835837506,0.8145609295032589
0.8477689575150738,0.8835384504910057,0.6677580769036477,0.7162323533592391,0.9272281538923929,0.9402807505080666
0.8622068965109665,0.9579772582809505,0.7005662823385956,0.9029728419111145,0.8054879416406734,0.8004238178416502
0.6840473746905212,0.9516389031799686,0.7513026739649314,0.3565870695664875,0.688155529504862,0.6321002860223655
0.9516808653425104,0.9456991886232007,0.5781404910932233,0.45154005569148353,0.7872083962149953,0.7989908986433755
0.7048348980984224,0.9488371900599483,0.5220843610862045,0.6283139396235152,0.9059196495509259,0.7333623719378671
0.9502662676518162,0.8377769391912253,0.8718141631755099,0.7714974079499234,0.5415784451600465,0.723327504926892
0.9228357202022401,0.5622569260469902,0.8046475163571122,0.5276165698532899,0.9356052199748199,0.8512370415966454
0.8145210358980177,0.54726815979073,0.8719131584180928,0.5682250093897759,0.9407774997702157,0.8800966666380884
0.5544091151273325,0.550159116383217,0.6442876346668,0.7873345782108176,0.6563697823966208,0.945229921622359
0.7219457086448862,0.5144889141581276,0.7511525558060159,0.8358392920096647,0.7782583397581497,0.9120065271848492
0.6786112060841331,0.4961807044383636,0.4939762133639867,0.9105777451011141,0.6714998015662652,0.9129285127279976
0.7532710539979435,0.49449039760925806,0.6011780138363202,0.8977987890665489,0.4941189438182824,0.9010233744020721
0.9412848873271927,0.6351248123153574,0.6759711359423143,0.870039636513125,0.7641918545532337,0.9003723698663423
0.6277359256099733,0.40917038736100575,0.6369599181560592,0.9366711180049798,0.6372178968032166,0.8297467997202276
0.945245879064442,0.9535721177387322,0.8911374435172957,0.8728933590740618,0.8619096152749584,0.7241114881467375
0.935412844145168,0.559126607823121,0.6576044156015352,0.8386563715554416,0.8216392371042427,0.6934826555902288
0.9454276165993928,1.0,0.8291924263615843,0.9555517270828358,0.9217337701732469,0.6568866262155204
0.6055893600504426,0.4107413088825834,0.7701764863544929,0.9224964768036273,0.6494477986265194,0.6592613300054981
0.8967447113638708,0.9262000809101725,0.8193061999686121,0.8483280590047098,0.9139698835786112,0.8004811464299496
0.9372553376904897,0.7858700396365065,0.5839552056870123,0.8419808386581328,0.7509687497136994,0.892323908887764
